CZ_NAME_STR,BEGIN_DATE,EVENT_TYPE,CZ_FIPS,BEGIN_LAT,BEGIN_LON
LINCOLN,08/26/2004,Thunderstorm Wind,43,47.82718,-118.417668
LINCOLN,08/25/2013,Thunderstorm Wind,43,47.82718,-118.417668
SPOKANE,03/14/2014,Thunderstorm Wind,63,47.20379,-117.404392
SPOKANE,05/17/2005,Hail,63,47.20379,-117.404392
SPOKANE,07/16/2005,Hail,63,47.20379,-117.404392
SPOKANE,8/12/2005,Hail,63,47.20379,-117.404392
SPOKANE,08/31/2007,Thunderstorm Wind,63,47.20379,-117.404392
SPOKANE,7/1/2008,Thunderstorm Wind,63,47.20379,-117.404392
SPOKANE,08/18/2008,Thunderstorm Wind,63,47.20379,-117.404392
SPOKANE,07/20/2012,Thunderstorm Wind,63,47.20379,-117.404392
SPOKANE,08/31/2007,Thunderstorm Wind,63,47.20379,-117.404392
SPOKANE,03/14/2014,Thunderstorm Wind,63,47.20379,-117.404392
SPOKANE,03/14/2014,Thunderstorm Wind,63,47.20379,-117.404392
SPOKANE,03/14/2014,Thunderstorm Wind,63,47.20379,-117.404392
SPOKANE,03/20/2013,Thunderstorm Wind,63,47.20379,-117.404392
SPOKANE,08/25/2013,Thunderstorm Wind,63,47.20379,-117.404392
SPOKANE,8/12/2005,Thunderstorm Wind,63,47.20379,-117.404392
SPOKANE,06/21/2005,Thunderstorm Wind,63,47.20379,-117.404392
KITSAP,05/13/2013,Thunderstorm Wind,35,47.39687,-122.649636
KITSAP,12/14/2010,Thunderstorm Wind,35,47.39687,-122.649636
DOUGLAS,07/17/2013,Hail,17,47.35866,-119.695880
DOUGLAS,07/31/2010,Hail,17,47.35866,-119.695880
DOUGLAS,07/31/2010,Hail,17,47.35866,-119.695880
DOUGLAS,7/5/2006,Hail,17,47.35866,-119.695880
DOUGLAS,9/5/2013,Thunderstorm Wind,17,47.35866,-119.695880
DOUGLAS,8/10/2013,Thunderstorm Wind,17,47.35866,-119.695880
DOUGLAS,9/5/2013,Thunderstorm Wind,17,47.35866,-119.695880
DOUGLAS X EXTREME W&N PARTS/NW GRANT,06/16/2006,Wildfire,44,47.35866,-119.695880
CHELAN,7/4/2006,Hail,7,47.59892,-120.618543
CHELAN,7/5/2006,Hail,7,47.59892,-120.618543
CHELAN,7/5/2006,Hail,7,47.59892,-120.618543
CHELAN,7/5/2006,Hail,7,47.59892,-120.618543
CHELAN,7/5/2006,Hail,7,47.59892,-120.618543
CHELAN,8/10/2013,Thunderstorm Wind,7,47.59892,-120.618543
SNOHOMISH,05/19/2005,Hail,61,48.54913,-121.766412
SNOHOMISH,05/18/2005,Tornado,61,48.54913,-121.766412
SNOHOMISH,12/14/2010,Thunderstorm Wind,61,48.54913,-121.766412
STEVENS,08/18/2008,Thunderstorm Wind,65,48.90648,-117.854897
STEVENS,07/20/2012,Thunderstorm Wind,65,48.90648,-117.854897
STEVENS,9/6/2009,Thunderstorm Wind,65,48.90648,-117.854897
STEVENS,08/25/2013,Thunderstorm Wind,65,48.90648,-117.854897
FERRY,07/20/2012,Thunderstorm Wind,19,48.37246,-118.517074
FERRY,07/20/2012,Thunderstorm Wind,19,48.37246,-118.517074
FERRY,7/6/2009,Thunderstorm Wind,19,48.37246,-118.517074
FERRY,07/20/2012,Thunderstorm Wind,19,48.37246,-118.517074
FERRY,07/20/2012,Thunderstorm Wind,19,48.37246,-118.517074
FERRY,07/20/2012,Thunderstorm Wind,19,48.37246,-118.517074
FERRY,07/20/2012,Thunderstorm Wind,19,48.37246,-118.517074
FERRY,07/20/2012,Thunderstorm Wind,19,48.37246,-118.517074
FERRY,07/20/2012,Thunderstorm Wind,19,48.37246,-118.517074
FERRY,08/25/2013,Thunderstorm Wind,19,48.37246,-118.517074
FERRY,07/28/2009,Thunderstorm Wind,19,48.37246,-118.517074
FERRY,07/20/2012,Thunderstorm Wind,19,48.37246,-118.517074
FERRY,07/20/2012,Thunderstorm Wind,19,48.37246,-118.517074
SAN JUAN,06/18/2004,Thunderstorm Wind,55,48.08862,-123.100616
PEND OREILLE,8/2/2004,Thunderstorm Wind,51,48.43877,-117.232183
PEND OREILLE,07/16/2005,Hail,51,48.43877,-117.232183
PEND OREILLE,7/1/2008,Hail,51,48.43877,-117.232183
PEND OREILLE,05/19/2010,Thunderstorm Wind,51,48.43877,-117.232183
PEND OREILLE,08/18/2008,Thunderstorm Wind,51,48.43877,-117.232183
PEND OREILLE,08/25/2013,Thunderstorm Wind,51,48.43877,-117.232183
NC&S OKANOGAN X EXTREME SE PART/EXTREME N DOUGLAS,08/22/2006,Wildfire,43,48.50971,-119.691035
OKANOGAN,07/17/2013,Hail,47,48.50971,-119.691035
OKANOGAN,05/27/2011,Hail,47,48.50971,-119.691035
OKANOGAN,05/30/2011,Hail,47,48.50971,-119.691035
OKANOGAN,05/31/2011,Hail,47,48.50971,-119.691035
OKANOGAN,06/15/2011,Hail,47,48.50971,-119.691035
OKANOGAN,7/5/2006,Hail,47,48.50971,-119.691035
OKANOGAN,7/5/2006,Hail,47,48.50971,-119.691035
OKANOGAN,7/5/2006,Hail,47,48.50971,-119.691035
OKANOGAN,7/5/2006,Hail,47,48.50971,-119.691035
OKANOGAN,7/6/2006,Hail,47,48.50971,-119.691035
OKANOGAN,7/6/2006,Hail,47,48.50971,-119.691035
OKANOGAN,07/20/2012,Thunderstorm Wind,47,48.50971,-119.691035
OKANOGAN,07/20/2012,Thunderstorm Wind,47,48.50971,-119.691035
OKANOGAN,8/10/2013,Thunderstorm Wind,47,48.50971,-119.691035
OKANOGAN,07/20/2012,Thunderstorm Wind,47,48.50971,-119.691035
OKANOGAN,07/20/2012,Thunderstorm Wind,47,48.50971,-119.691035
OKANOGAN,07/26/2009,Thunderstorm Wind,47,48.50971,-119.691035
OKANOGAN,7/9/2012,Thunderstorm Wind,47,48.50971,-119.691035
OKANOGAN,06/22/2012,Thunderstorm Wind,47,48.50971,-119.691035
OKANOGAN,08/25/2013,Thunderstorm Wind,47,48.50971,-119.691035
OKANOGAN,07/20/2012,Thunderstorm Wind,47,48.50971,-119.691035
OKANOGAN,08/29/2013,Thunderstorm Wind,47,48.50971,-119.691035
W OKANOGAN/C&W CHELAN,9/4/2006,Wildfire,42,48.50971,-119.691035
W OKANOGAN/C&W CHELAN,9/1/2006,Wildfire,42,48.50971,-119.691035
W OKANOGAN/C&W CHELAN,9/1/2006,Wildfire,42,48.50971,-119.691035
W OKANOGAN/C&W CHELAN,9/1/2006,Wildfire,42,48.50971,-119.691035
W OKANOGAN/C&W CHELAN,08/22/2006,Wildfire,42,48.50971,-119.691035
W OKANOGAN/C&W CHELAN,9/1/2006,Wildfire,42,48.50971,-119.691035
W OKANOGAN/C&W CHELAN,8/1/2006,Wildfire,42,48.50971,-119.691035
W OKANOGAN/C&W CHELAN,08/22/2006,Wildfire,42,48.50971,-119.691035
WHATCOM,04/27/2004,Tornado,73,48.42653,-121.836433
EAST SLOPES OF THE WASHINGTON CASCADES,08/13/2012,Wildfire,520,46.12,-117.85
NORTHEAST MOUNTAINS,9/1/2006,Wildfire,37,46.12,-117.85
NORTHEAST MOUNTAINS,8/8/2006,Wildfire,37,46.12,-117.85
NORTHEAST MOUNTAINS,08/26/2010,Wildfire,37,46.12,-117.85
NORTHEAST MOUNTAINS,7/12/2010,Wildfire,37,46.12,-117.85
NORTHEAST MOUNTAINS,9/3/2007,Wildfire,37,46.12,-117.85
NORTHEAST MOUNTAINS,07/13/2007,Wildfire,37,46.12,-117.85
WEST SLOPES SOUTHERN CASCADES AND PASSES,7/12/2008,Wildfire,19,46.12,-117.85
BENTON/FRANKLIN/WALLA WALLA T SE/E KLICKITAT,8/7/2006,Wildfire,28,46.92851,-117.11635
BENTON/FRANKLIN/WALLA WALLA T SE/E KLICKITAT,8/7/2006,Wildfire,28,46.92851,-117.11635
BENTON/FRANKLIN/WALLA WALLA T SE/E KLICKITAT,8/9/2005,Wildfire,28,46.92851,-117.11635
BENTON/FRANKLIN/WALLA WALLA T SE/E KLICKITAT,06/17/2005,Wildfire,28,46.92851,-117.11635
EAST COLUMBIA RIVER GORGE,9/5/2012,Wildfire,24,46.92851,-117.11635
EAST COLUMBIA RIVER GORGE,7/12/2010,Wildfire,24,46.92851,-117.11635
EAST COLUMBIA RIVER GORGE,7/5/2005,Wildfire,24,46.92851,-117.11635
LOWER COLUMBIA BASIN,08/19/2005,Wildfire,28,46.92851,-117.11635
LOWER COLUMBIA BASIN,07/23/2005,Wildfire,28,46.92851,-117.11635
LOWER COLUMBIA BASIN,8/2/2004,Wildfire,28,46.92851,-117.11635
LOWER COLUMBIA BASIN,8/2/2004,Wildfire,28,46.92851,-117.11635
LOWER COLUMBIA BASIN,8/7/2011,Wildfire,28,46.92851,-117.11635
LOWER COLUMBIA BASIN,08/20/2009,Wildfire,28,46.92851,-117.11635
LOWER COLUMBIA BASIN,08/16/2007,Wildfire,28,46.92851,-117.11635
LOWER COLUMBIA BASIN,06/13/2007,Wildfire,28,46.92851,-117.11635
LOWER COLUMBIA BASIN,07/29/2007,Wildfire,28,46.92851,-117.11635
LOWER COLUMBIA BASIN,07/13/2007,Wildfire,28,46.92851,-117.11635
LOWER COLUMBIA BASIN,7/2/2007,Wildfire,28,46.92851,-117.11635
LOWER COLUMBIA BASIN,06/25/2005,Wildfire,28,46.92851,-117.11635
UPPER COLUMBIA BASIN,9/9/2012,Wildfire,35,46.92851,-117.11635
UPPER COLUMBIA BASIN,08/21/2011,Wildfire,35,46.92851,-117.11635
UPPER COLUMBIA BASIN,07/25/2011,Wildfire,35,46.92851,-117.11635
UPPER COLUMBIA BASIN,08/28/2009,Wildfire,35,46.92851,-117.11635
UPPER COLUMBIA BASIN,08/18/2008,Wildfire,35,46.92851,-117.11635
UPPER COLUMBIA BASIN,9/1/2007,Wildfire,35,46.92851,-117.11635
UPPER COLUMBIA BASIN,07/13/2007,Wildfire,35,46.92851,-117.11635
UPPER COLUMBIA BASIN,08/26/2010,Wildfire,35,46.92851,-117.11635
UPPER COLUMBIA BASIN,8/11/2009,Wildfire,35,46.92851,-117.11635
LOWER GARFIELD & ASOTIN,08/28/2011,Wildfire,32,46.29474,-117.36715
E YAKIMA,03/16/2005,Wildfire,27,46.56558,-120.40145
YAKIMA VALLEY,11/13/2011,Wildfire,27,46.56558,-120.40145
YAKIMA VALLEY,06/15/2011,Wildfire,27,46.56558,-120.40145
YAKIMA VALLEY,08/20/2009,Wildfire,27,46.56558,-120.40145
YAKIMA VALLEY,06/24/2007,Wildfire,27,46.56558,-120.40145
YAKIMA VALLEY,06/16/2011,Wildfire,27,46.56558,-120.40145
YAKIMA VALLEY,4/6/2011,Wildfire,27,46.56558,-120.40145
YAKIMA VALLEY,2/12/2011,Wildfire,27,46.56558,-120.40145
SIMCOE HIGHLANDS,8/1/2013,Wildfire,521,46.7700,-122.8270
SIMCOE HIGHLANDS,07/24/2013,Wildfire,521,46.7700,-122.8270
SIMCOE HIGHLANDS,9/7/2011,Wildfire,521,46.7700,-122.8270
W KITTITAS/W YAKIMA/W KLICKITAT T X SW,8/4/2005,Wildfire,25,46.1100,-120.1950
W KITTITAS/W YAKIMA/W KLICKITAT T X SW,8/9/2004,Wildfire,25,46.1100,-120.1950
NORTHWEST BLUE MOUNTAINS,10/1/2006,Wildfire,30,46.73,-117.16
NORTHWEST BLUE MOUNTAINS,9/1/2006,Wildfire,30,46.73,-117.16
NORTHWEST BLUE MOUNTAINS,08/21/2006,Wildfire,30,46.73,-117.16
NORTHWEST BLUE MOUNTAINS,8/5/2005,Wildfire,30,46.73,-117.16
WASHINGTON PALOUSE,08/26/2010,Wildfire,33,46.73,-117.16
WASHINGTON PALOUSE,08/18/2008,Wildfire,33,46.73,-117.16
WASHINGTON PALOUSE,07/13/2007,Wildfire,33,46.73,-117.16
WASHINGTON PALOUSE,07/13/2007,Wildfire,33,46.73,-117.16
WHITMAN & EXTREME SE SPOKANE,08/23/2006,Wildfire,33,46.03322,-117.22962
HOOD CANAL AREA,10/4/2012,Wildfire,511,47.40716,-122.44709
KITTITAS VALLEY,07/27/2013,Wildfire,26,47.24444,-120.76714
KITTITAS VALLEY,8/1/2013,Wildfire,26,47.24444,-120.76714
KITTITAS VALLEY,8/1/2004,Wildfire,26,47.24444,-120.76714
KITTITAS VALLEY,07/30/2004,Wildfire,26,47.24444,-120.76714
KITTITAS VALLEY,7/1/2004,Wildfire,26,47.24444,-120.76714
EAST SLOPES NORTHERN CASCADES,10/1/2006,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,08/19/2013,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,7/4/2013,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,7/5/2012,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,9/8/2012,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,09/16/2012,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,10/1/2012,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,10/1/2012,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,8/5/2012,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,08/17/2011,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,9/1/2006,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,8/1/2006,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,8/1/2006,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,7/6/2006,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,07/26/2006,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,07/24/2006,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,07/29/2010,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,8/1/2010,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,08/21/2009,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,8/10/2008,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,9/1/2007,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,07/13/2007,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,8/5/2007,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,10/1/2012,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,9/8/2012,Wildfire,42,47.524,-120.931
EAST SLOPES NORTHERN CASCADES,07/19/2013,Wildfire,42,47.524,-120.931
EAST SLOPES OF THE CENTRAL CASCADES,9/4/2006,Wildfire,501,47.524,-120.931
EAST SLOPES OF THE CENTRAL CASCADES,7/11/2009,Wildfire,501,47.524,-120.931
EAST SLOPES OF THE CENTRAL CASCADES,8/2/2007,Wildfire,501,47.524,-120.931
EAST SLOPES OF THE CENTRAL CASCADES,8/2/2007,Wildfire,501,47.524,-120.931
EAST SLOPES OF THE CENTRAL CASCADES,07/18/2010,Wildfire,501,47.524,-120.931
WENATCHEE AREA,8/9/2013,Wildfire,41,47.524,-120.931
WENATCHEE AREA,07/28/2010,Wildfire,41,47.524,-120.931
WENATCHEE AREA,7/10/2010,Wildfire,41,47.524,-120.931
WENATCHEE AREA,9/10/2010,Wildfire,41,47.524,-120.931
WENATCHEE AREA,7/4/2010,Wildfire,41,47.524,-120.931
WENATCHEE AREA,07/28/2009,Wildfire,41,47.524,-120.931
WENATCHEE AREA,8/1/2009,Wildfire,41,47.524,-120.931
WENATCHEE AREA,7/7/2007,Wildfire,41,47.524,-120.931
WENATCHEE AREA,8/1/2013,Wildfire,41,47.524,-120.931
WENATCHEE AREA,07/27/2013,Wildfire,41,47.524,-120.931
SPOKANE AREA,08/26/2010,Wildfire,36,47.20379,-117.04392
SPOKANE AREA,05/17/2008,Wildfire,36,47.20379,-117.04392
SPOKANE AREA,8/11/2007,Wildfire,36,47.20379,-117.04392
SPOKANE AREA,08/20/2013,Wildfire,36,47.20379,-117.04392
SPOKANE AREA,07/20/2013,Wildfire,36,47.20379,-117.04392
SPOKANE AREA,7/10/2008,Wildfire,36,47.20379,-117.04392
STEVENS/PEND OREILLE/X N SPOKANE,08/29/2006,Wildfire,37,47.20379,-117.04392
MOSES LAKE AREA,06/13/2012,Wildfire,34,47.16,-119.718
MOSES LAKE AREA,08/20/2009,Wildfire,34,47.16,-119.718
MOSES LAKE AREA,07/14/2008,Wildfire,34,47.16,-119.718
MOSES LAKE AREA,07/22/2008,Wildfire,34,47.16,-119.718
MOSES LAKE AREA,7/1/2008,Wildfire,34,47.16,-119.718
MOSES LAKE AREA,07/27/2008,Wildfire,34,47.16,-119.718
MOSES LAKE AREA,06/29/2008,Wildfire,34,47.16,-119.718
MOSES LAKE AREA,06/15/2008,Wildfire,34,47.16,-119.718
MOSES LAKE AREA,06/29/2008,Wildfire,34,47.16,-119.718
MOSES LAKE AREA,7/6/2007,Wildfire,34,47.16,-119.718
MOSES LAKE AREA,07/13/2007,Wildfire,34,47.16,-119.718
MOSES LAKE AREA,07/13/2008,Wildfire,34,47.16,-119.718
MOSES LAKE AREA,05/25/2012,Wildfire,34,47.16,-119.718
WATERVILLE PLATEAU,7/10/2012,Wildfire,44,47.74,-119.69
WATERVILLE PLATEAU,08/19/2012,Wildfire,44,47.74,-119.69
WATERVILLE PLATEAU,8/12/2011,Wildfire,44,47.74,-119.69
WATERVILLE PLATEAU,8/3/2010,Wildfire,44,47.74,-119.69
WATERVILLE PLATEAU,9/10/2010,Wildfire,44,47.74,-119.69
WATERVILLE PLATEAU,8/3/2010,Wildfire,44,47.74,-119.69
WATERVILLE PLATEAU,8/1/2008,Wildfire,44,47.74,-119.69
WATERVILLE PLATEAU,7/8/2008,Wildfire,44,47.74,-119.69
WATERVILLE PLATEAU,7/9/2007,Wildfire,44,47.74,-119.69
WATERVILLE PLATEAU,7/12/2012,Wildfire,44,47.74,-119.69
WATERVILLE PLATEAU,07/15/2012,Wildfire,44,47.74,-119.69
WATERVILLE PLATEAU,8/1/2012,Wildfire,44,47.74,-119.69
WATERVILLE PLATEAU,9/8/2012,Wildfire,44,47.74,-119.69
NE OKANOGAN/FERRY,9/9/2006,Wildfire,38,48.37246,-118.17074
EAST SLOPES OF THE SOUTHERN CASCADES,9/4/2006,Wildfire,502,48.50971,-119.91035
EAST SLOPES SOUTHERN CASCADES,07/18/2004,Wildfire,25,48.50971,-119.91035
EAST SLOPES SOUTHERN CASCADES,07/25/2004,Wildfire,25,48.50971,-119.91035
NORTHEAST BLUE MOUNTAINS,08/18/2007,Wildfire,31,48.50971,-119.91035
OKANOGAN HIGHLANDS,7/4/2013,Wildfire,38,48.50971,-119.91035
OKANOGAN HIGHLANDS,9/10/2012,Wildfire,38,48.50971,-119.91035
OKANOGAN HIGHLANDS,8/6/2011,Wildfire,38,48.50971,-119.91035
OKANOGAN HIGHLANDS,08/27/2010,Wildfire,38,48.50971,-119.91035
OKANOGAN HIGHLANDS,08/26/2010,Wildfire,38,48.50971,-119.91035
OKANOGAN HIGHLANDS,7/9/2008,Wildfire,38,48.50971,-119.91035
OKANOGAN HIGHLANDS,7/9/2008,Wildfire,38,48.50971,-119.91035
OKANOGAN HIGHLANDS,7/10/2008,Wildfire,38,48.50971,-119.91035
OKANOGAN HIGHLANDS,9/10/2007,Wildfire,38,48.50971,-119.91035
OKANOGAN VALLEY,08/29/2011,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,9/1/2011,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,09/18/2011,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,07/23/2009,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,09/16/2009,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,9/1/2009,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,7/1/2008,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,7/10/2008,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,8/1/2008,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,08/13/2008,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,8/7/2008,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,7/4/2008,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,07/31/2008,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,9/1/2007,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,07/14/2007,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,7/7/2007,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,08/18/2007,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,08/30/2007,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,8/9/2011,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,7/1/2008,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,08/14/2012,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,07/15/2013,Wildfire,43,48.50971,-119.91035
OKANOGAN VALLEY,10/2/2012,Wildfire,43,48.50971,-119.91035
CENTRAL CASCADE FOOTHILLS,3/10/2005,Drought,4,48.42653,-121.36433
