County/Zone_NAME_STR,BEGIN_DATE,EVENT_TYPE,CZ_FIPS,BEGIN_LAT,BEGIN_LON,
SAN DIEGO,06/17/2008,Drought,50,33.023604,-116.776117,
SAN DIEGO,7/1/2008,Drought,50,33.023604,-116.776117,
SAN DIEGO,8/1/2008,Drought,50,33.023604,-116.776117,
SAN DIEGO,9/1/2008,Drought,50,33.023604,-116.776117,
SAN DIEGO,10/1/2008,Drought,50,33.023604,-116.776117,
SAN DIEGO,11/1/2008,Drought,50,33.023604,-116.776117,
SAN DIEGO,1/1/2009,Drought,50,33.023604,-116.776117,
SAN DIEGO,2/1/2009,Drought,50,33.023604,-116.776117,
SAN DIEGO,3/1/2009,Drought,50,33.023604,-116.776117,
SAN DIEGO,4/1/2009,Drought,50,33.023604,-116.776117,
SAN DIEGO,5/1/2009,Drought,50,33.023604,-116.776117,
SAN DIEGO,6/1/2009,Drought,50,33.023604,-116.776117,
SAN DIEGO,7/1/2009,Drought,50,33.023604,-116.776117,
SAN DIEGO,8/1/2009,Drought,50,33.023604,-116.776117,
SAN DIEGO,9/1/2009,Drought,50,33.023604,-116.776117,
SAN DIEGO,10/1/2009,Drought,50,33.023604,-116.776117,
SAN DIEGO,11/1/2009,Drought,50,33.023604,-116.776117,
SAN DIEGO,12/1/2009,Drought,50,33.023604,-116.776117,
SAN DIEGO,5/2/2004,Wildfire,50,33.023604,-116.776117,
SAN DIEGO,10/22/2007,Wildfire,50,33.023604,-116.776117,
SAN DIEGO,10/23/2007,Wildfire,50,33.023604,-116.776117,
SAN DIEGO,7/1/2004,Wildfire,50,33.023604,-116.776117,
SAN DIEGO,11/24/2007,Wildfire,50,33.023604,-116.776117,
SAN DIEGO,10/22/2007,Wildfire,50,33.023604,-116.776117,
SAN DIEGO,10/21/2007,Wildfire,50,33.023604,-116.776117,
SAN DIEGO,10/21/2007,Wildfire,50,33.023604,-116.776117,
SAN DIEGO,9/12/2005,Wildfire,58,33.023604,-116.776117,
SAN DIEGO,8/7/2005,Wildfire,58,33.023604,-116.776117,
SAN DIEGO,09/13/2004,Wildfire,58,33.023604,-116.776117,
SAN DIEGO,12/16/2004,Wildfire,58,33.023604,-116.776117,
SAN DIEGO,07/23/2006,Wildfire,58,33.023604,-116.776117,
SAN DIEGO,07/13/2004,Wildfire,58,33.023604,-116.776117,
SAN DIEGO,09/22/2004,Wildfire,43,33.023604,-116.776117,
SAN DIEGO,9/6/2005,Wildfire,50,33.023604,-116.776117,
SAN DIEGO,9/6/2004,Wildfire,50,33.023604,-116.776117,
SAN DIEGO,9/6/2004,Wildfire,50,33.023604,-116.776117,
SAN DIEGO,9/6/2004,Wildfire,50,33.023604,-116.776117,
SAN DIEGO,9/6/2013,Hail,73,33.023604,-115.355395,
SAN DIEGO,9/4/2013,Thunderstorm Wind,73,33.023604,-115.355395,
IMPERIAL,9/7/2013,Thunderstorm Wind,25,33.040816,-115.355395,
IMPERIAL,9/9/2013,Thunderstorm Wind,25,33.040816,-115.355395,
IMPERIAL,9/2/2013,Thunderstorm Wind,25,33.040816,-11.769167,
IMPERIAL,9/9/2013,Hail,25,33.040816,-115.27989,
ORANGE COUNTY COASTAL AREAS,6/1/2007,Drought,42,33.531389,-117.777207,
ORANGE COUNTY COASTAL AREAS,7/1/2007,Drought,42,33.531389,-117.777207,
SIERRA FOOTHILLS,1/1/2014,Drought,93,33.531389,-11.769167,
SIERRA FOOTHILLS,2/1/2014,Drought,93,33.531389,-11.769167,
SIERRA FOOTHILLS,06/16/2013,Wildfire,93,33.531389,-11.769167,
SIERRA FOOTHILLS,8/1/2013,Wildfire,93,33.531389,-11.769167,
SIERRA FOOTHILLS,07/23/2006,Wildfire,93,33.531389,-11.769167,
SIERRA FOOTHILLS,6/4/2006,Wildfire,93,33.531389,-11.769167,
SIERRA FOOTHILLS,09/20/2005,Wildfire,93,33.531389,-11.769167,
SIERRA FOOTHILLS,07/25/2005,Wildfire,93,33.531389,-11.769167,
SIERRA FOOTHILLS,9/8/2004,Wildfire,93,33.531389,-11.769167,
SIERRA FOOTHILLS,9/12/2004,Wildfire,93,33.531389,-11.769167,
SIERRA FOOTHILLS,08/14/2004,Wildfire,93,33.531389,-11.769167,
SIERRA FOOTHILLS,8/6/2004,Wildfire,93,33.531389,-11.769167,
SIERRA FOOTHILLS,06/27/2004,Wildfire,93,33.531389,-11.769167,
SIERRA FOOTHILLS,06/16/2004,Wildfire,93,33.531389,-11.769167,
SIERRA FOOTHILLS,9/3/2004,Wildfire,93,33.531389,-11.769167,
SOUTH SIERRA FOOTHILLS,3/1/2014,Drought,93,33.531389,-11.769167,
SOUTH SIERRA FOOTHILLS,6/12/2012,Wildfire,93,33.531389,-11.769167,
SOUTH SIERRA FOOTHILLS,9/11/2008,Wildfire,93,33.531389,-11.769167,
SOUTH SIERRA FOOTHILLS,06/21/2008,Wildfire,93,33.531389,-11.769167,
SOUTH SIERRA MOUNTAINS,3/1/2014,Drought,96,33.531389,-11.769167,
SOUTH SIERRA MOUNTAINS,09/13/2011,Wildfire,96,33.531389,-11.769167,
SOUTH SIERRA MOUNTAINS,8/1/2011,Wildfire,96,33.531389,-11.769167,
SOUTH SIERRA MOUNTAINS,08/25/2011,Wildfire,96,33.531389,-11.769167,
SOUTH SIERRA MOUNTAINS,9/1/2008,Wildfire,96,33.531389,-11.769167,
SOUTH SIERRA MOUNTAINS,8/1/2008,Wildfire,96,33.531389,-11.769167,
SOUTH SIERRA MOUNTAINS,6/11/2008,Wildfire,96,33.531389,-11.769167,
SOUTH SIERRA MOUNTAINS,06/21/2008,Wildfire,96,33.531389,-11.769167,
SOUTH SIERRA MOUNTAINS,06/21/2008,Wildfire,96,33.531389,-11.769167,
ORANGE COUNTY COASTAL AREAS,8/1/2007,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,9/1/2007,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,10/1/2007,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,11/1/2007,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,12/1/2007,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,1/1/2009,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,2/1/2009,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,3/1/2009,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,4/1/2009,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,5/1/2009,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,6/1/2009,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,7/1/2009,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,8/1/2009,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,9/1/2009,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,10/1/2009,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,11/1/2009,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,12/1/2009,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,11/16/2009,Wildfire,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,10/21/2007,Wildfire,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,1/1/2008,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,06/17/2008,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,7/1/2008,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,8/1/2008,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,9/1/2008,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,10/1/2008,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,11/1/2008,Drought,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,5/7/2007,Wildfire,42,33.531389,-117.69167,
ORANGE COUNTY COASTAL AREAS,11/15/2008,Wildfire,42,33.531389,-117.69167,
ORANGE,7/5/2005,Wildfire,42,33.675687,-117.777207,
ORANGE,2/6/2006,Wildfire,57,33.675687,-11.534167,
SANTA ANA MOUNTAINS,6/1/2007,Drought,57,33.710556,-116.002239,
SANTA ANA MOUNTAINS AND FOOTHILLS,7/1/2007,Drought,57,33.710556,-116.002239,
SANTA ANA MOUNTAINS AND FOOTHILLS,8/1/2007,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,9/1/2007,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,10/1/2007,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,11/1/2007,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,12/1/2007,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,1/1/2008,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,06/17/2008,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,7/1/2008,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,8/1/2008,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,9/1/2008,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,10/1/2008,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,11/1/2008,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,1/1/2009,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,2/1/2009,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,3/1/2009,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,4/1/2009,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,5/1/2009,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,6/1/2009,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,7/1/2009,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,8/1/2009,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,9/1/2009,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,10/1/2009,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,11/1/2009,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,12/1/2009,Drought,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,10/21/2007,Wildfire,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,8/5/2013,Wildfire,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,3/11/2007,Wildfire,57,33.710556,-11.534167,
SANTA ANA MOUNTAINS AND FOOTHILLS,09/23/2010,Wildfire,57,33.710556,-11.534167,
RIVERSIDE,12/29/2004,Thunderstorm Wind,65,33.729828,-118.261862,
RIVERSIDE,8/12/2006,Wildfire,61,33.729828,-118.261862,
RIVERSIDE,7/12/2006,Wildfire,56,33.729828,-116.002239,
RIVERSIDE,9/1/2004,Wildfire,56,33.729828,-116.002239,
RIVERSIDE,07/23/2006,Wildfire,56,33.729828,-116.002239,
RIVERSIDE,9/4/2013,Thunderstorm Wind,65,33.729828,-116.002239,
RIVERSIDE,9/3/2013,Hail,65,33.729828,-116.002239,
RIVERSIDE,08/29/2013,Thunderstorm Wind,65,33.729828,-116.002239,
RIVERSIDE,9/8/2013,Thunderstorm Wind,65,33.729828,-116.002239,
RIVERSIDE,9/9/2013,Thunderstorm Wind,65,33.729828,-116.002239,
RIVERSIDE,08/14/2005,Thunderstorm Wind,65,33.729828,-116.002239,
RIVERSIDE,07/21/2004,Wildfire,49,33.729828,-116.002239,
RIVERSIDE,6/6/2004,Wildfire,49,33.729828,-116.002239,
RIVERSIDE,5/2/2004,Wildfire,49,33.729828,-116.002239,
RIVERSIDE,9/2/2004,Wildfire,49,33.729828,-116.002239,
RIVERSIDE,07/17/2004,Wildfire,49,33.729828,-116.002239,
RIVERSIDE,07/22/2004,Wildfire,49,33.729828,-116.002239,
RIVERSIDE,07/14/2004,Wildfire,49,33.729828,-116.002239,
RIVERSIDE,5/2/2004,Wildfire,49,33.729828,-116.002239,
RIVERSIDE,5/3/2004,Wildfire,49,33.729828,-116.002239,
RIVERSIDE,9/3/2004,Wildfire,49,33.729828,-116.002239,
RIVERSIDE,08/13/2004,Wildfire,49,33.729828,-116.002239,
RIVERSIDE,08/29/2004,Wildfire,49,33.729828,-116.002239,
RIVERSIDE,5/3/2004,Wildfire,49,33.729828,-116.002239,
RIVERSIDE,07/13/2004,Wildfire,49,33.729828,-116.002239,
LOS ANGELES,4/12/2007,Wildfire,41,34.196398,-119.133143,
LOS ANGELES,01/16/2014,Wildfire,54,34.196398,-118.261862,
LOS ANGELES,6/1/2013,Wildfire,54,34.196398,-118.261862,
LOS ANGELES,05/30/2013,Wildfire,54,34.196398,-118.261862,
LOS ANGELES,9/1/2009,Wildfire,54,34.196398,-118.261862,
LOS ANGELES,08/26/2009,Wildfire,54,34.196398,-118.261862,
LOS ANGELES,10/12/2008,Wildfire,54,34.196398,-118.261862,
LOS ANGELES,9/2/2007,Wildfire,54,34.196398,-118.261862,
LOS ANGELES,10/21/2007,Wildfire,54,34.196398,-118.261862,
LOS ANGELES,11/14/2008,Wildfire,54,34.196398,-118.261862,
LOS ANGELES,01/16/2014,Wildfire,548,34.196398,-118.261862,
LOS ANGELES,5/8/2007,Wildfire,47,34.196398,-118.261862,
LOS ANGELES,11/14/2008,Wildfire,547,34.196398,-118.261862,
LOS ANGELES,07/20/2004,Wildfire,54,34.196398,-118.261862,
LOS ANGELES,7/12/2004,Wildfire,54,34.196398,-118.261862,
LOS ANGELES,07/17/2004,Wildfire,54,34.196398,-118.261862,
LOS ANGELES,7/12/2004,Wildfire,59,34.196398,-118.261862,
LOS ANGELES,07/20/2004,Wildfire,59,34.196398,-118.261862,
VENTURA,5/2/2013,Wildfire,40,34.358742,-119.133143,
VENTURA,5/2/2013,Wildfire,45,34.358742,-119.133143,
VENTURA,12/3/2006,Wildfire,45,34.358742,-119.133143,
VENTURA,09/22/2009,Wildfire,45,34.358742,-119.133143,
VENTURA,09/22/2009,Wildfire,44,34.358742,-119.133143,
VENTURA,05/15/2013,Wildfire,53,34.358742,-119.133143,
VENTURA,11/18/2005,Wildfire,40,34.358742,-119.133143,
LUCERNE VALLEY,8/1/2007,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,9/1/2007,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,10/1/2007,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,11/1/2007,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,12/1/2007,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,1/1/2009,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,2/1/2009,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,3/1/2009,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,4/1/2009,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,5/1/2009,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,6/1/2009,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,7/1/2009,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,8/1/2009,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,9/1/2009,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,10/1/2009,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,11/1/2009,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,12/1/2009,Drought,60,34.443889,-116.66944,
LUCERNE VALLEY,6/1/2007,Drought,60,34.443889,-117.16667,
LUCERNE VALLEY,7/1/2007,Drought,60,34.443889,-117.16667,
ANTELOPE VALLEY,6/1/2013,Wildfire,59,34.516667,-120.038485,
ANTELOPE VALLEY,05/30/2013,Wildfire,59,34.516667,-120.038485,
APPLE VALLEY,1/1/2008,Drought,60,34.516667,-117.16667,
APPLE VALLEY,06/17/2008,Drought,60,34.516667,-117.16667,
APPLE VALLEY,7/1/2008,Drought,60,34.516667,-117.16667,
APPLE VALLEY,8/1/2008,Drought,60,34.516667,-117.16667,
APPLE VALLEY,9/1/2008,Drought,60,34.516667,-117.16667,
APPLE VALLEY,10/1/2008,Drought,60,34.516667,-117.16667,
APPLE VALLEY,11/1/2008,Drought,60,34.516667,-117.16667,
APPLE VALLEY,08/14/2004,Wildfire,60,34.516667,-117.16667,
APPLE VALLEY,06/15/2004,Wildfire,60,34.516667,-117.16667,
APPLE VALLEY,9/2/2011,Wildfire,60,34.516667,-117.16667,
APPLE VALLEY,7/9/2006,Wildfire,60,34.516667,-117.16667,
APPLE VALLEY,06/22/2005,Wildfire,60,34.516667,-117.16667,
SANTA BARBARA,8/8/2009,Wildfire,52,34.537378,-120.038485,
SANTA BARBARA,7/1/2008,Wildfire,52,34.537378,-120.038485,
SANTA BARBARA,11/13/2008,Wildfire,52,34.537378,-120.038485,
SANTA BARBARA,10/21/2007,Wildfire,52,34.537378,-120.038485,
SANTA BARBARA,7/4/2007,Wildfire,52,34.537378,-120.038485,
SANTA BARBARA,8/1/2007,Wildfire,52,34.537378,-120.038485,
SANTA BARBARA,5/5/2009,Wildfire,52,34.537378,-120.038485,
SANTA BARBARA,9/1/2007,Wildfire,52,34.537378,-120.038485,
SANTA BARBARA,11/13/2008,Wildfire,39,34.537378,-120.038485,
SANTA BARBARA,5/5/2009,Wildfire,39,34.537378,-120.038485,
SANTA BARBARA,6/5/2004,Wildfire,39,34.537378,-120.038485,
SANTA BARBARA,06/19/2006,Wildfire,52,34.537378,-116.181197,
KERN,08/14/2004,Thunderstorm Wind,29,35.346629,-120.447540,
KERN,07/24/2005,Thunderstorm Wind,29,35.346629,-118.729506,
KERN,08/13/2004,Thunderstorm Wind,29,35.346629,-118.729506,
KERN,07/24/2005,Thunderstorm Wind,29,35.346629,-118.729506,
KERN,3/1/2014,Drought,95,35.346629,-118.729506,
KERN,9/10/2011,Wildfire,95,35.346629,-118.729506,
KERN,9/10/2011,Wildfire,95,35.346629,-118.729506,
KERN,9/10/2011,Wildfire,95,35.346629,-118.729506,
KERN,05/13/2007,Wildfire,95,35.346629,-118.729506,
KERN,5/1/2007,Wildfire,95,35.346629,-118.729506,
KERN,06/28/2008,Wildfire,95,35.346629,-118.729506,
KERN,9/4/2011,Wildfire,95,35.346629,-118.729506,
KERN,9/1/2004,Drought,95,35.346629,-118.729506,
KERN,1/1/2014,Drought,95,35.346629,-118.729506,
KERN,2/1/2014,Drought,95,35.346629,-118.729506,
KERN,12/7/2006,Wildfire,95,35.346629,-118.729506,
KERN,07/23/2013,Wildfire,95,35.346629,-118.729506,
KERN,07/19/2013,Wildfire,95,35.346629,-118.729506,
KERN,08/18/2013,Wildfire,95,35.346629,-118.729506,
KERN,08/18/2013,Wildfire,95,35.346629,-118.729506,
KERN,7/9/2006,Wildfire,95,35.346629,-118.729506,
KERN,7/1/2006,Wildfire,95,35.346629,-118.729506,
KERN,07/19/2006,Wildfire,95,35.346629,-118.729506,
KERN,07/20/2006,Wildfire,95,35.346629,-118.729506,
KERN,07/24/2006,Wildfire,95,35.346629,-118.729506,
KERN,07/23/2006,Wildfire,95,35.346629,-118.729506,
KERN,06/27/2006,Wildfire,95,35.346629,-118.729506,
KERN,05/26/2006,Wildfire,95,35.346629,-118.729506,
KERN,09/20/2005,Wildfire,95,35.346629,-118.729506,
KERN,09/25/2005,Wildfire,95,35.346629,-118.729506,
KERN,08/27/2005,Wildfire,95,35.346629,-118.729506,
KERN,8/7/2005,Wildfire,95,35.346629,-118.729506,
KERN,07/26/2005,Wildfire,95,35.346629,-118.729506,
KERN,6/2/2005,Wildfire,95,35.346629,-118.729506,
KERN,9/11/2004,Wildfire,95,35.346629,-118.729506,
KERN,06/18/2004,Wildfire,95,35.346629,-118.729506,
KERN,08/24/2010,Wildfire,95,35.346629,-118.729506,
KERN,07/26/2010,Wildfire,95,35.346629,-118.729506,
KERN,07/27/2010,Wildfire,95,35.346629,-118.729506,
KERN,07/21/2007,Wildfire,95,35.346629,-118.729506,
KERN,04/29/2007,Wildfire,95,35.346629,-118.729506,
KERN,07/17/2012,Wildfire,95,35.346629,-118.729506,
KERN,9/12/2010,Wildfire,95,35.346629,-118.729506,
KERN,7/1/2008,Wildfire,95,35.346629,-118.729506,
KERN,8/5/2006,Wildfire,95,35.346629,-118.729506,
KERN,1/1/2014,Drought,99,35.346629,-118.729506,
KERN,2/1/2014,Drought,99,35.346629,-118.729506,
KERN,3/1/2014,Drought,99,35.346629,-118.729506,
INDIAN WELLS VALLEY,3/1/2014,Drought,98,35.702778,-119.815530,
INDIAN WELLS VALLEY,1/1/2014,Drought,98,35.702778,-119.815530,
INDIAN WELLS VALLEY,2/1/2014,Drought,98,35.702778,-117.86389,
INDIAN WELLS VALLEY,06/28/2006,Wildfire,98,35.702778,-117.86389,
INDIAN WELLS VALLEY,07/19/2005,Wildfire,98,35.702778,-117.86389,
KINGS,6/6/2011,Thunderstorm Wind,31,36.072478,-119.815530,
KINGS,09/20/2005,Thunderstorm Wind,31,36.072478,-118.780542,
KINGS,6/5/2011,Thunderstorm Wind,31,36.072478,-118.780542,
TULARE,3/1/2014,Drought,97,36.230453,-118.780542,
TULARE,6/1/2012,Wildfire,97,36.230453,-118.780542,
TULARE,9/10/2011,Wildfire,97,36.230453,-118.780542,
TULARE,8/1/2011,Wildfire,97,36.230453,-118.780542,
TULARE,9/10/2008,Wildfire,97,36.230453,-118.780542,
TULARE,6/1/2008,Wildfire,97,36.230453,-118.780542,
TULARE,1/1/2014,Drought,94,36.230453,-118.780542,
TULARE,2/1/2014,Drought,94,36.230453,-118.780542,
TULARE,7/7/2006,Wildfire,94,36.230453,-118.780542,
TULARE,07/20/2006,Wildfire,94,36.230453,-118.780542,
TULARE,09/20/2005,Wildfire,94,36.230453,-118.780542,
TULARE,07/27/2005,Wildfire,94,36.230453,-118.780542,
TULARE,07/26/2005,Wildfire,94,36.230453,-118.780542,
TULARE,6/8/2004,Wildfire,94,36.230453,-118.780542,
TULARE,09/26/2009,Wildfire,94,36.230453,-118.780542,
TULARE,7/5/2007,Wildfire,94,36.230453,-118.780542,
TULARE,9/1/2004,Drought,97,36.230453,-118.780542,
TULARE,1/1/2014,Drought,97,36.230453,-118.780542,
TULARE,2/1/2014,Drought,97,36.230453,-118.780542,
TULARE,01/13/2014,Wildfire,97,36.230453,-118.780542,
TULARE,08/23/2013,Wildfire,97,36.230453,-118.780542,
TULARE,9/8/2013,Wildfire,97,36.230453,-118.780542,
TULARE,07/15/2012,Wildfire,97,36.230453,-118.780542,
TULARE,8/1/2006,Wildfire,97,36.230453,-118.780542,
TULARE,8/1/2006,Wildfire,97,36.230453,-118.780542,
TULARE,8/1/2006,Wildfire,97,36.230453,-118.780542,
TULARE,07/25/2006,Wildfire,97,36.230453,-118.780542,
TULARE,7/9/2006,Wildfire,97,36.230453,-118.780542,
TULARE,7/9/2006,Wildfire,97,36.230453,-118.780542,
TULARE,9/1/2005,Wildfire,97,36.230453,-118.780542,
TULARE,8/1/2005,Wildfire,97,36.230453,-118.780542,
TULARE,07/24/2005,Wildfire,97,36.230453,-118.780542,
TULARE,08/13/2004,Wildfire,97,36.230453,-118.780542,
TULARE,06/17/2004,Wildfire,97,36.230453,-118.780542,
TULARE,9/1/2010,Wildfire,97,36.230453,-118.780542,
TULARE,8/1/2010,Wildfire,97,36.230453,-118.780542,
TULARE,07/26/2010,Wildfire,97,36.230453,-118.780542,
TULARE,06/17/2009,Wildfire,97,36.230453,-118.780542,
TULARE,7/1/2009,Wildfire,97,36.230453,-118.780542,
TULARE,7/1/2008,Wildfire,97,36.230453,-118.780542,
TULARE,08/22/2007,Wildfire,97,36.230453,-118.780542,
TULARE,07/16/2007,Wildfire,97,36.230453,-118.780542,
TULARE,08/26/2007,Wildfire,97,36.230453,-118.780542,
TULARE,3/1/2014,Drought,94,36.230453,-117.403927,
INYO,06/26/2006,Thunderstorm Wind,27,36.561977,-119.655019,
INYO,7/8/2006,Thunderstorm Wind,27,36.561977,-120.85,
FRESNO,03/17/2012,Tornado,19,36.761006,-121.002656,
FRESNO,03/17/2012,Thunderstorm Wind,19,36.761006,-119.749852,
FRESNO,7/11/2004,Wildfire,19,36.761006,-119.655019,
FRESNO,7/12/2004,Wildfire,19,36.761006,-119.655019,
MARIPOSA,06/26/2004,Wildfire,43,37.570034,-123.032229,
MARIPOSA,7/1/2004,Wildfire,43,37.570034,-119.912860,
MARIPOSA,06/26/2006,Thunderstorm Wind,43,37.570034,-118.875167,
MONO,6/5/2007,Wildfire,73,37.915836,-118.875167,
SAN JOAQUIN,1/1/2014,Drought,91,37.935034,#N/D,
SAN JOAQUIN,8/1/2004,Drought,90,37.935034,-122.745974,
SAN JOAQUIN,1/1/2014,Drought,90,37.935034,-121.272237,
SAN JOAQUIN,2/1/2014,Drought,90,37.935034,-121.272237,
SAN JOAQUIN,09/15/2006,Wildfire,90,37.935034,-121.272237,
SAN JOAQUIN,08/21/2005,Wildfire,90,37.935034,-121.272237,
SAN JOAQUIN,8/10/2007,Wildfire,90,37.935034,-121.272237,
SAN JOAQUIN,3/1/2014,Drought,90,37.935034,-121.272237,
SAN JOAQUIN,8/1/2004,Drought,92,37.935034,-121.272237,
SAN JOAQUIN,1/1/2014,Drought,92,37.935034,-121.272237,
SAN JOAQUIN,2/1/2014,Drought,92,37.935034,-121.272237,
SAN JOAQUIN,3/1/2014,Drought,92,37.935034,-121.272237,
SAN JOAQUIN,8/1/2004,Drought,91,37.935034,-121.272237,
SAN JOAQUIN,2/1/2014,Drought,91,37.935034,-121.272237,
SAN JOAQUIN,05/30/2006,Wildfire,91,37.935034,-121.272237,
SAN JOAQUIN,8/1/2004,Drought,89,37.935034,-121.272237,
SAN JOAQUIN,1/1/2014,Drought,89,37.935034,-121.272237,
SAN JOAQUIN,2/1/2014,Drought,89,37.935034,-121.272237,
SAN JOAQUIN,07/22/2006,Wildfire,89,37.935034,-121.272237,
SAN JOAQUIN,05/14/2006,Wildfire,89,37.935034,-121.272237,
SAN JOAQUIN,09/20/2005,Wildfire,89,37.935034,-121.272237,
SAN JOAQUIN,6/5/2005,Wildfire,89,37.935034,-121.272237,
SAN JOAQUIN,3/1/2014,Drought,89,37.935034,-121.272237,
SAN JOAQUIN,9/1/2004,Drought,90,37.935034,-119.964708,
MARIN,02/17/2004,Thunderstorm Wind,41,38.051817,-121.340441,
SACRAMENTO,8/3/2008,Wildfire,16,38.450011,-121.340441,
SACRAMENTO,06/21/2008,Wildfire,16,38.450011,-121.340441,
SACRAMENTO,7/1/2008,Wildfire,16,38.450011,-119.798999,
SACRAMENTO,8/6/2008,Wildfire,16,38.450011,-119.798999,
SUTTER,6/1/2011,Tornado,101,39.035257,-123.442881,
MENDOCINO,06/20/2008,Wildfire,76,39.432388,-123.442881,
MENDOCINO,08/29/2007,Wildfire,76,39.432388,-123.442881,
SIERRA,1/1/2014,Drought,96,39.576925,-120.521993,
SIERRA,2/1/2014,Drought,96,39.576925,-120.521993,
