Month,Day,Year,california,oregon,washington
2,27,2005,7.473,0.947000000000001,0.01
3,27,2005,8.031,10.138,6.703
4,27,2005,2.382,4.723,0.564
5,27,2005,0.071,0.155,0
6,27,2005,0.153,2.66699999999999,3.22
7,27,2005,0.114,0.067,0
8,27,2005,0.138,0.1,0.083
9,27,2005,0.76,0.059,0
10,27,2005,3.75399999999998,1.929,1.022
11,27,2005,0.071,0.276,0.482
12,27,2005,16.469,15.508,4.23699999999999
1,28,2005,9.56999999999999,2.349,1.189
2,28,2005,8.613,2.673,2.56699999999999
3,28,2005,11.996,5.78099999999999,3.30199999999999
4,28,2005,6.49599999999998,0.584,0.303
5,28,2005,0.196,0.811,0.001
6,28,2005,0.174,0.428,1.222
7,28,2005,0.106,0.013,0
8,28,2005,0.087,0.38,0.908000000000001
9,28,2005,0.166,0.049,0.454
10,28,2005,4.32699999999999,2.62199999999999,2.85499999999999
11,28,2005,8.69,5.024,1.488
12,28,2005,22.675,9.88999999999999,6.63199999999999
1,29,2005,7.44999999999999,0.810000000000001,0.586
3,29,2005,7.55599999999998,4.63799999999998,4.03099999999999
4,29,2005,4.81599999999999,1.295,1.264
5,29,2005,0.341,2.30199999999999,0.072
6,29,2005,0.219,0.005,0.033
7,29,2005,0.15,0,0
8,29,2005,0.11,0.555,1.341
9,29,2005,0.167,0.471,7.398
10,29,2005,2.11499999999999,0.585,1.449
11,29,2005,10.916,3.46999999999999,3.30099999999999
12,29,2005,14.22,4.833,2.54099999999999
1,30,2005,0.182,0.013,0.372
3,30,2005,3.346,0.607,0.657
4,30,2005,1.395,0.746,0.394
5,30,2005,0.451,0.114,0.016
6,30,2005,0.198,0.011,0.282
7,30,2005,0.33,0.085,0
8,30,2005,0.056,0.093,0.084
9,30,2005,0.171,4.362,6.84799999999999
10,30,2005,0.363,1.02,2.995
11,30,2005,6.62599999999999,3.11399999999999,0.483
12,30,2005,25.335,16.823,7.70499999999999
1,31,2005,0.05,0.045,0.822000000000001
3,31,2005,0.104,0.15,1.677
5,31,2005,0.297,1.644,2.367
7,31,2005,0.437,0.847000000000001,0.016
8,31,2005,0.01,0.088,0
10,31,2005,0.314,5.149,8.31699999999999
12,31,2005,41.95,8.33899999999998,4.151
1,1,2006,36.587,4.60199999999999,2.55999999999999
2,1,2006,7.04,3.71999999999999,4.5
3,1,2006,10.671,1.07,0.997
4,1,2006,9.05599999999998,2.97199999999999,3.56099999999999
5,1,2006,0.107,0.012,0.226
6,1,2006,0.482,3.083,2.251
7,1,2006,0.085,0.29,0.017
8,1,2006,0.046,0.027,0
9,1,2006,0.016,0.046,0
10,1,2006,1.849,0.045,0.001
11,1,2006,1.229,0.412,0.141
12,1,2006,0.099,0.22,0.214
1,2,2006,33.849,1.661,2.003
2,2,2006,7.49799999999999,3.19,3.81099999999999
3,2,2006,5.85899999999998,1.341,2.524
4,2,2006,7.31799999999999,2.65199999999999,0.779
5,2,2006,0.023,0.003,0
6,2,2006,1.592,5.412,3.88499999999999
7,2,2006,0.117,0.582,0.011
8,2,2006,0.071,0.012,0
9,2,2006,0.007,0,0
10,2,2006,2.32899999999999,0.162,0.005
11,2,2006,4.80499999999999,5.167,6.59199999999999
12,2,2006,0.009,0.029,0.007
1,3,2006,19.833,2.848,2.44199999999999
2,3,2006,2.71399999999999,2.342,3.776
3,3,2006,10.379,2.76399999999999,0.322
4,3,2006,15.831,3.55099999999999,2.96299999999999
5,3,2006,0.057,0.018,0
6,3,2006,1.408,2.019,0.409
7,3,2006,0.225,0.018,0
8,3,2006,0.049,0.017,0
9,3,2006,0.021,0.019,0.017
10,3,2006,0.91,0.572,0.485
11,3,2006,6.24199999999999,5.20099999999999,6.783
12,3,2006,0.028,0.008,0.094
1,4,2006,3.81899999999999,0.027,0.673
2,4,2006,3.21999999999999,4.78099999999999,5.905
3,4,2006,7.74899999999999,0.794000000000001,0.299
4,4,2006,20.449,1.54999999999999,0.399
5,4,2006,0.227,0.008,0
6,4,2006,0.349,3.581,5.03699999999999
7,4,2006,0.322,0.192,0.209
8,4,2006,0.023,0,0
9,4,2006,0.031,0.053,0.03
10,4,2006,1.93,1.563,0.4
11,4,2006,2.87899999999999,5.343,8.111
12,4,2006,0.052,0.054,1.044
1,5,2006,0.53,1.027,5.191
2,5,2006,2.357,0.02,0.153
3,5,2006,9.882,1.80999999999999,2.43099999999999
4,5,2006,14.145,4.25699999999999,1.81
5,5,2006,0.203,0.005,0
6,5,2006,0.173,0.008,0.049
7,5,2006,0.221,0.069,0.317
8,5,2006,0.06,0.108,0
9,5,2006,0.038,0.046,0.001
10,5,2006,3.26999999999998,0.081,0.009
11,5,2006,0.481,6.45099999999999,7.34899999999999
12,5,2006,0.044,0.008,0.063
1,6,2006,0.645,3.249,6.22499999999999
2,6,2006,0.039,0.015,0.004
3,6,2006,17.089,3.46099999999999,3.122
4,6,2006,4.13799999999998,0.196,0.195
5,6,2006,0.045,0.107,0.569
6,6,2006,0.045,0.031,0.001
7,6,2006,0.069,0.0770000000000001,0.797000000000001
8,6,2006,0.182,0.14,0
9,6,2006,0.211,0.072,0
10,6,2006,2.09399999999999,0.393,0.252
11,6,2006,0.671,7.26799999999999,22.526
12,6,2006,0.021,0.021,0.003
1,7,2006,2.51,5.02599999999999,4.18699999999999
2,7,2006,0.077,0.026,0.042
3,7,2006,10.905,2.28799999999999,1.229
4,7,2006,2.35399999999999,2.76699999999999,0.265
5,7,2006,0.071,1.999,1.675
6,7,2006,0.08,0.789000000000001,0.254
7,7,2006,0.05,0.003,0.002
8,7,2006,0.557,0.419,0.006
9,7,2006,0.249,0.063,0
10,7,2006,0.401,0.038,0.249
11,7,2006,2.309,13.145,9.15
12,7,2006,0.014,0.037,0.035
1,8,2006,2.021,1.914,2.001
2,8,2006,0.083,0.023,0.36
3,8,2006,4.93299999999999,5.78599999999999,6.54099999999999
4,8,2006,3.56099999999999,3.369,4.34499999999999
5,8,2006,0.064,0.066,0.257
6,8,2006,0.081,0.425,1.022
7,8,2006,0.112,0.012,0
8,8,2006,0.443,0.666,0.269
9,8,2006,0.11,0.047,0.046
10,8,2006,0.059,0.426,0.539
11,8,2006,2.73599999999999,3.79299999999999,1.97599999999999
12,8,2006,2.633,0.041,0.034
1,9,2006,0.281,6.521,10.276
2,9,2006,0.073,0.014,0
3,9,2006,5.18999999999999,3.47999999999999,2.756
4,9,2006,2.96899999999999,2.73199999999999,1.603
5,9,2006,0.247,0,0
6,9,2006,0.032,0.013,0.375
7,9,2006,0.264,0.009,0.278
8,9,2006,0.108,0.043,0.282
9,9,2006,0.047,0.096,0.292
10,9,2006,0.034,0.018,0
11,9,2006,0.947000000000001,1.124,1.59
12,9,2006,10.385,2.33199999999999,1.502
1,10,2006,5.447,10.276,11.136
2,10,2006,0.074,0.005,0
3,10,2006,7.77499999999997,1.717,1.331
4,10,2006,4.32399999999999,1.307,1.409
5,10,2006,0.393,0.003,0
6,10,2006,0.043,0.063,1.821
7,10,2006,0.195,0.078,0.482
8,10,2006,0.237,0.104,0.564
9,10,2006,0.032,0.033,0
10,10,2006,0.177,0.052,0
11,10,2006,1.389,4.813,8.74
12,10,2006,11.231,2.81799999999999,2.34899999999999
1,11,2006,6.28999999999999,3.38999999999999,3.932
2,11,2006,0.057,0.203,0.009
3,11,2006,7.83999999999998,1.029,0.439
4,11,2006,9.55599999999999,1.52199999999999,0.734000000000001
5,11,2006,0.35,0.015,0.161
6,11,2006,0.059,0.589,1.061
7,11,2006,0.006,0.019,0.0970000000000001
8,11,2006,0.356,0.066,0.075
9,11,2006,0.046,0.026,0
10,11,2006,0.195,0.049,0
11,11,2006,3.96599999999999,1.575,2.924
12,11,2006,8.55899999999999,5.98999999999999,8.951
1,12,2006,1.505,4.79799999999999,6.32099999999999
2,12,2006,0.061,0.122,0.049
3,12,2006,5.53299999999997,1.132,0.336
4,12,2006,12.846,1.253,1.366
5,12,2006,0.325,0,0.049
6,12,2006,0.362,2.288,3.56899999999999
7,12,2006,0.024,0.658,1.56
8,12,2006,0.202,0.084,0.001
9,12,2006,0.022,0.049,0
10,12,2006,0.103,0.012,0
11,12,2006,6.14599999999999,6.31399999999999,8.54799999999999
12,12,2006,10.386,4.67,3.92299999999999
1,13,2006,4.222,5.98499999999999,5.605
2,13,2006,0.058,0.173,0.536
3,13,2006,6.40199999999998,1.82699999999999,0.362
4,13,2006,6.256,0.900000000000001,2.64
5,13,2006,0.181,0,0
6,13,2006,0.764000000000001,3.279,2.62899999999999
7,13,2006,0.057,0.025,0.155
8,13,2006,0.01,0.063,0
9,13,2006,0.039,0.156,0.195
10,13,2006,0.874000000000001,0.107,0
11,13,2006,12.614,6.87999999999998,4.71199999999999
12,13,2006,11.645,9.78599999999999,5.47399999999999
1,14,2006,12.096,5.61399999999999,1.983
2,14,2006,0.04,1.013,0.459
3,14,2006,9.27999999999998,2.60399999999999,1.451
4,14,2006,2.62399999999999,2.481,4.25099999999999
5,14,2006,0.047,0,0
6,14,2006,0.684,2.241,2.459
7,14,2006,0.06,0.001,0.162
8,14,2006,0.081,0.029,0
9,14,2006,0.08,0.932000000000001,1.839
10,14,2006,1.419,0.093,0.835000000000001
11,14,2006,10.072,0.214,0.167
12,14,2006,9.47599999999999,9.775,11.605
1,15,2006,8.611,0.607,0.518
2,15,2006,0.256,0.047,0.005
3,15,2006,6.92799999999999,2.48199999999999,1.471
4,15,2006,7.46999999999998,7.59399999999999,3.44399999999999
5,15,2006,0.035,0.011,0
6,15,2006,0.25,0.32,0.364
7,15,2006,0.082,0.004,0.001
8,15,2006,0.2,0.051,0.001
9,15,2006,0.138,1.701,1.433
10,15,2006,1.382,5.36399999999999,5.658
11,15,2006,2.534,4.999,9.22499999999999
12,15,2006,4.09699999999999,2.92399999999999,2.618
1,16,2006,1.86,6.921,8.918
2,16,2006,0.428,0.288,0.27
3,16,2006,7.38699999999999,4.32199999999999,3.625
4,16,2006,11.697,2.62799999999999,1.235
5,16,2006,0.138,0.002,0.005
6,16,2006,0.042,0.833000000000001,1.413
7,16,2006,0.101,0,0
8,16,2006,0.187,0.442,0.361
9,16,2006,0.1,0.07,0.076
10,16,2006,1.729,3.39399999999999,2.41
11,16,2006,2.959,0.842000000000001,0.49
12,16,2006,2.55399999999999,0.051,0.104
1,17,2006,6.96099999999999,9.929,2.28999999999999
2,17,2006,2.54599999999999,0.529,0.002
3,17,2006,9.06299999999999,2.504,2.051
4,17,2006,7.03499999999999,1.246,0.674
5,17,2006,0.353,0,0.004
6,17,2006,0.087,0.002,0.195
7,17,2006,0.2,0,0
8,17,2006,0.091,0.023,0.028
9,17,2006,0.065,0.188,1.883
10,17,2006,1.05,0.298,0.065
11,17,2006,1.46,0.04,0.929000000000001
12,17,2006,1.79299999999999,0.085,0.003
1,18,2006,10.455,2.89599999999999,1.034
2,18,2006,4.17199999999998,0.023,0
3,18,2006,4.56399999999998,0.462,0.49
4,18,2006,0.402,0.019,0
5,18,2006,0.439,0.994000000000001,0.134
6,18,2006,0.088,0.013,0.05
7,18,2006,0.638,0.023,0
8,18,2006,0.102,0,0
9,18,2006,0.077,0.876000000000001,2.659
10,18,2006,0.122,0.358,0.990000000000001
11,18,2006,0.115,0.074,0.18
12,18,2006,0.286,0.109,0.064
1,19,2006,5.165,1.112,2.173
2,19,2006,3.19499999999998,0.014,0
3,19,2006,1.076,0.084,0.008
4,19,2006,0.041,0.007,0.281
5,19,2006,1.806,3.00899999999999,3.53
6,19,2006,0.055,0,0.142
7,19,2006,1.157,0.022,0
8,19,2006,0.071,0.004,0
9,19,2006,0.033,1.387,1.591
10,19,2006,0.071,1.534,1.379
11,19,2006,1.448,5.35699999999999,5.19899999999999
12,19,2006,0.162,0.051,0.278
1,20,2006,1.799,5.387,3.56499999999999
2,20,2006,1.408,0.119,0.201
3,20,2006,5.07599999999999,0.942000000000001,0.225
4,20,2006,0.123,0.338,1.155
5,20,2006,1.87799999999999,1.535,2.855
6,20,2006,0.044,0,0.001
7,20,2006,1.243,0.001,0
8,20,2006,0.009,0,0
9,20,2006,0.11,2.139,2.82899999999999
10,20,2006,0.057,0.095,0.041
11,20,2006,2.37499999999999,2.022,3.09599999999999
12,20,2006,0.979000000000001,2.176,2.251
1,21,2006,1.74,0.802000000000001,0.634
2,21,2006,0.093,0.293,0.717000000000001
3,21,2006,5.70499999999999,1.93099999999999,1.557
4,21,2006,1.141,1.223,0.709000000000001
5,21,2006,8.18499999999999,1.96299999999999,1.6
6,21,2006,0.027,0.003,0
7,21,2006,0.945000000000001,0.15,0
8,21,2006,0.009,0.038,0.019
9,21,2006,0.206,0.861000000000001,0.968000000000001
10,21,2006,0.041,0.044,0
11,21,2006,2.64999999999999,5.42599999999999,5.00599999999999
12,21,2006,7.938,4.60399999999999,3.35499999999999
1,22,2006,0.109,0.034,0.52
2,22,2006,0.128,0.254,1.831
3,22,2006,0.838000000000001,0.89,3.208
4,22,2006,3.20499999999999,0.612,0.009
5,22,2006,10.276,2.82299999999999,3.96
6,22,2006,0,0.021,0
7,22,2006,0.575,0.16,0.001
8,22,2006,0.042,0.032,0.007
9,22,2006,0.139,0.158,0
10,22,2006,0.057,0.036,0
11,22,2006,4.84399999999999,7.238,4.113
12,22,2006,7.818,0.666,0.49
1,23,2006,0.041,0.052,0.11
2,23,2006,0.111,1.248,3.337
3,23,2006,1.661,1.91,1.775
4,23,2006,3.08299999999999,0.067,0
5,23,2006,4.18399999999999,2.97099999999999,2.55399999999999
6,23,2006,0,0.004,0
7,23,2006,0.734,0.15,0.014
8,23,2006,0.177,0.024,0.015
9,23,2006,0.053,0.111,0
10,23,2006,0.145,0.075,0.004
11,23,2006,3.39599999999999,3.93,5.54399999999999
12,23,2006,2.071,4.04899999999999,3.53699999999999
1,24,2006,0.01,0.035,0.016
2,24,2006,0.042,0.073,0.015
3,24,2006,3.89099999999999,2.41999999999999,3.29899999999999
4,24,2006,1.454,0.233,0.019
5,24,2006,2.16699999999999,1.156,1.897
6,24,2006,0.019,0,0
7,24,2006,0.755,0.09,0.016
8,24,2006,0.27,0.014,0.008
9,24,2006,0.042,0.079,0
10,24,2006,0.23,0.668,1.399
11,24,2006,0.304,3.44999999999999,2.202
12,24,2006,1.868,4.897,6.05299999999999
1,25,2006,0.690000000000001,1.583,1.54
2,25,2006,0.025,0.029,0.072
3,25,2006,9.28699999999998,5.38599999999999,1.043
4,25,2006,2.14099999999999,0.04,0.101
5,25,2006,0.376,1.35,2.329
6,25,2006,0.043,0,0
7,25,2006,0.28,0.034,0.007
8,25,2006,0.154,0.04,0
9,25,2006,0.023,0.07,0
10,25,2006,0.127,0.152,0.087
11,25,2006,0.088,0.721000000000001,1.231
12,25,2006,4.248,10.122,1.644
1,26,2006,2.795,3.33899999999999,3.56599999999999
2,26,2006,4.875,2.031,3.223
3,26,2006,7.04399999999999,0.288,1.019
4,26,2006,2.36799999999999,0.015,0.127
5,26,2006,1.025,3.36899999999999,3.133
6,26,2006,0.118,0.003,0
7,26,2006,0.166,0.012,0
8,26,2006,0.027,0.008,0
9,26,2006,0.008,0.048,0
10,26,2006,0.056,0.042,0.511
11,26,2006,5.943,7.74799999999998,6.79299999999999
12,26,2006,14.032,7.91599999999999,5.57299999999999
1,27,2006,3.07699999999999,3.30099999999999,2.63299999999999
2,27,2006,31.244,9.258,3.08999999999999
3,27,2006,4.20999999999999,0.286,0.0830000000000001
4,27,2006,0.893000000000001,0.005,0.01
5,27,2006,1.73099999999999,2.92399999999999,3.072
6,27,2006,0.349,0.015,0
7,27,2006,0.194,0.084,0
8,27,2006,0.019,0.031,0
9,27,2006,0.012,0.117,0
10,27,2006,0.095,0.112,0.168
11,27,2006,8.11299999999999,4.17699999999999,2.046
12,27,2006,15.057,3.07699999999999,1.6
1,28,2006,6.30299999999999,7.61999999999999,6.31199999999999
2,28,2006,34.391,5.14399999999999,4.625
3,28,2006,13.451,2.14999999999999,1.304
4,28,2006,0.202,0.019,0.03
5,28,2006,0.857000000000001,1.494,2.41399999999999
6,28,2006,0.846000000000001,0.431,0
7,28,2006,0.369,0.015,0
8,28,2006,0.013,0.068,0
9,28,2006,0.042,0.059,0
10,28,2006,0.103,0.046,0.066
11,28,2006,2.72599999999999,1.137,0.207
12,28,2006,4.71999999999999,0.031,0
1,29,2006,6.71099999999999,6.94099999999999,9.797
3,29,2006,11.038,2.374,0.329
4,29,2006,0.42,0.988000000000001,1.759
5,29,2006,0.13,0.025,0.505
6,29,2006,0.641,2.604,0.353
7,29,2006,0.519,0.006,0.014
8,29,2006,0.006,0.072,0.157
9,29,2006,0.045,0.075,0
10,29,2006,0.077,0.27,0.900000000000001
11,29,2006,0.56,0.057,1.499
12,29,2006,0.028,0.039,0.137
1,30,2006,6.49199999999999,7.37499999999999,6.41499999999999
3,30,2006,4.03799999999999,2.04499999999999,1.452
4,30,2006,0.446,0.003,0.037
5,30,2006,0.04,0.011,0.015
6,30,2006,0.083,0.740000000000001,0
7,30,2006,0.359,0.131,0.860000000000001
8,30,2006,0.009,0.302,0.908000000000001
9,30,2006,0.031,0.035,0
10,30,2006,0.047,0.073,0
11,30,2006,0.153,1.843,1.763
12,30,2006,0.079,0.019,0.049
1,31,2006,6.50099999999999,8.38099999999999,5.688
3,31,2006,9.60199999999999,3.71599999999999,1.922
5,31,2006,0.116,0.512,0.730000000000001
7,31,2006,0.137,0.018,0.009
8,31,2006,0.014,0.016,0
10,31,2006,0.031,0.068,0
12,31,2006,0.081,0.008,0.008
1,1,2007,0.043,0.416,3.33999999999999
2,1,2007,0.347,0.064,0
3,1,2007,2.82099999999999,3.51299999999999,0.611
4,1,2007,0.164,0.237,0.701000000000001
5,1,2007,2.195,3.179,0.758000000000001
6,1,2007,0.053,0.0770000000000001,0
7,1,2007,0.071,0.007,0.001
8,1,2007,0.225,0.021,0
9,1,2007,0.566,0.028,0
10,1,2007,3.02499999999999,1.557,1.878
11,1,2007,0.042,0.034,0.041
12,1,2007,5.766,1.878,3.26699999999999
1,2,2007,0.17,3.583,10.758
2,2,2007,0.03,0.028,0
3,2,2007,1.98399999999999,3.91999999999999,1.762
4,2,2007,0.144,0.047,0.774000000000001
5,2,2007,4.37799999999999,4.09699999999999,2.867
6,2,2007,0.129,0.482,0.072
7,2,2007,0.059,0.027,0.002
8,2,2007,0.141,0.062,0
9,2,2007,0.446,0.025,0.021
10,2,2007,0.780000000000001,2.312,5.82799999999999
11,2,2007,0.071,0.042,0.115
12,2,2007,2.359,8.031,12.455
1,3,2007,5.081,11.269,4.10599999999999
2,3,2007,0.017,0.386,0.689000000000001
3,3,2007,0.546,0.222,0.204
4,3,2007,0.029,0.206,0.091
5,3,2007,3.69399999999999,1.87499999999999,0.891000000000001
6,3,2007,0.121,0.251,0.131
7,3,2007,0.068,0.053,0.002
8,3,2007,0.095,0.122,0.025
9,3,2007,0.368,0.372,1.269
10,3,2007,0.13,2.846,2.109
11,3,2007,0.146,0.016,0.482
12,3,2007,8.01999999999999,8.098,18.441
1,4,2007,9.94099999999999,3.04699999999999,2.02699999999999
2,4,2007,0.038,0.085,0.282
3,4,2007,0.048,0.019,0.319
4,4,2007,0.201,0.31,0.22
5,4,2007,2.54799999999999,1.122,0.712000000000001
6,4,2007,0.585,1.627,2.249
7,4,2007,0.033,0.01,0
8,4,2007,0.062,0.014,0.074
9,4,2007,0.307,2.113,1.086
10,4,2007,1.057,2.539,1.169
11,4,2007,0.093,0.046,0.292
12,4,2007,7.50399999999999,1.521,4.224
1,5,2007,5.209,1.968,7.483
2,5,2007,0.039,0.034,0.012
3,5,2007,0.154,0.081,1.417
4,5,2007,0.523,0.005,0
5,5,2007,1.077,0.024,0.018
6,5,2007,1.697,5.51699999999999,3.32799999999999
7,5,2007,0.048,0.006,0
8,5,2007,0.029,0.046,0.14
9,5,2007,0.138,0.158,0.006
10,5,2007,2.16799999999999,0.202,0.073
11,5,2007,0.024,0.028,0
12,5,2007,1.347,1.658,0.579
1,6,2007,0.583,3.35399999999999,2.059
2,6,2007,0.243,0.102,0.257
3,6,2007,0.26,0.055,0.386
4,6,2007,0.43,0.142,0.007
5,6,2007,0.051,0.017,0.18
6,6,2007,1.289,0.794000000000001,0.456
7,6,2007,0.108,0.443,0
8,6,2007,0.051,0.11,0.017
9,6,2007,0.022,0.012,0.015
10,6,2007,1.185,0.415,1.083
11,6,2007,0.137,0.102,0.044
12,6,2007,10.217,4.685,1.235
1,7,2007,0.46,2.079,6.89899999999999
2,7,2007,6.439,2.90799999999999,1.66
3,7,2007,1.104,2.736,3.098
4,7,2007,0.775000000000001,4.07899999999999,1.865
5,7,2007,0.128,0.001,0.019
6,7,2007,0.164,0.061,0.0890000000000001
7,7,2007,0.066,0,0
8,7,2007,0.077,0.084,0.278
9,7,2007,0.018,0.002,0
10,7,2007,0.062,1.135,3.607
11,7,2007,0.133,0.126,0.352
12,7,2007,15.198,2.30399999999999,0.216
1,8,2007,0.101,0.171,0.548
2,8,2007,11.573,2.15899999999999,0.933000000000001
3,8,2007,1.056,0.264,2.324
4,8,2007,1.217,3.086,2.549
5,8,2007,0.129,0.135,0.05
6,8,2007,0.162,0.003,0
7,8,2007,0.001,0.005,0.001
8,8,2007,0.111,0.0890000000000001,0.178
9,8,2007,0.04,0,0
10,8,2007,0.06,0.105,0.126
11,8,2007,0.072,0.084,1.598
12,8,2007,5.78099999999999,0.882000000000001,0.014
1,9,2007,0.034,1.152,2.49399999999999
2,9,2007,11.511,1.07,1.98999999999999
3,9,2007,0.346,2.06699999999999,0.945000000000001
4,9,2007,0.834000000000001,3.03699999999999,3.46199999999999
5,9,2007,0.032,0.215,0.013
6,9,2007,0.352,2.394,2.88999999999999
7,9,2007,0.015,0.007,0
8,9,2007,0.071,0.207,0.026
9,9,2007,0.039,0.002,0
10,9,2007,3.294,2.531,1.259
11,9,2007,0.114,0.913000000000001,1.718
12,9,2007,1.159,0.036,0.067
1,10,2007,0.221,2.50899999999999,2.337
2,10,2007,19.107,3.81399999999999,1.51
3,10,2007,0.308,1.405,5.34299999999999
4,10,2007,0.302,0.319,0.57
5,10,2007,0.032,0.27,0.04
6,10,2007,0.322,1.72,1.083
7,10,2007,0.6,0.003,0
8,10,2007,0.042,0.058,0.036
9,10,2007,0.029,0.007,0
10,10,2007,5.25699999999999,2.76499999999999,2.20999999999999
11,10,2007,4.382,4.54299999999999,3.22399999999999
12,10,2007,0.412,0.0980000000000001,0.055
1,11,2007,0.645,1.041,0.264
2,11,2007,16.422,3.62599999999999,3.472
3,11,2007,0.132,0.51,9.30099999999999
4,11,2007,2.80899999999999,3.02299999999999,0.539
5,11,2007,0.023,0.007,0
6,11,2007,0.119,0.032,0.297
7,11,2007,1.065,0.123,0.014
8,11,2007,0.05,0.027,0.013
9,11,2007,0.098,0.059,0
10,11,2007,3.27999999999999,0.302,0.036
11,11,2007,6.53099999999999,0.633,0.527
12,11,2007,0.092,0.152,0.313
1,12,2007,0.679,0.074,0
2,12,2007,5.63599999999998,1.807,1.006
3,12,2007,0.111,1.689,1.73
4,12,2007,3.10599999999999,0.862000000000001,0.229
5,12,2007,0.025,0.082,0.251
6,12,2007,0.043,0.001,0.007
7,12,2007,0.539,0.032,0.004
8,12,2007,0.014,0.22,0.575
9,12,2007,0.107,0.004,0
10,12,2007,5.50999999999999,0.225,0.091
11,12,2007,4.21299999999999,5.61999999999999,5.68399999999999
12,12,2007,0.132,0.065,0.321
1,13,2007,0.259,0.086,0.021
2,13,2007,3.04599999999998,0.271,0.244
3,13,2007,0.034,0.018,0.901000000000001
4,13,2007,0.404,0.708000000000001,2.086
5,13,2007,0.034,0.032,0.920000000000001
6,13,2007,0.054,0.124,0.438
7,13,2007,0.145,0.01,0.197
8,13,2007,0.062,0.12,0
9,13,2007,0.074,0.062,0
10,13,2007,4.3,0.028,0
11,13,2007,2.249,0.969000000000001,0.298
12,13,2007,0.113,0.037,1.098
1,14,2007,0.087,0.096,0
2,14,2007,1.059,1.92599999999999,2.305
3,14,2007,0.014,0.037,0.591
4,14,2007,3.036,4.02299999999999,2.903
5,14,2007,0.044,0,0
6,14,2007,0.057,0.094,0.056
7,14,2007,0.184,0.066,0.068
8,14,2007,0.118,0.041,0
9,14,2007,0.073,0.02,0.003
10,14,2007,0.09,0.078,0
11,14,2007,0.298,0.318,1.192
12,14,2007,0.099,0.599,1.52
1,15,2007,0.079,0.051,0.028
2,15,2007,0.708,7.128,7.23799999999999
3,15,2007,0.028,0.008,1.14
4,15,2007,3.82499999999999,0.081,0.028
5,15,2007,0.055,0,0
6,15,2007,0.039,0.109,0.705000000000001
7,15,2007,0.253,0.032,0.363
8,15,2007,0.126,0.004,0
9,15,2007,0.087,0.028,0
10,15,2007,1.3,1.268,1.323
11,15,2007,0.262,2.309,4.52699999999999
12,15,2007,0.405,1.469,3.55499999999999
1,16,2007,0.298,1.457,1.176
2,16,2007,0.546,2.927,0.444
3,16,2007,0.059,0.032,1.199
4,16,2007,0.987000000000001,0.493,1.381
5,16,2007,0.171,0.005,0.002
6,16,2007,0.011,0.154,0.820000000000001
7,16,2007,0.172,0.028,0.007
8,16,2007,0.07,0.05,0.156
9,16,2007,0.1,0.631,0.794000000000001
10,16,2007,3.09899999999998,3.28499999999999,1.308
11,16,2007,0.838,6.30199999999999,2.55799999999999
12,16,2007,2.507,2.44599999999999,2.34199999999999
1,17,2007,0.389,0.044,0.461
2,17,2007,0.042,0.347,1.244
3,17,2007,0.068,0.403,2.303
4,17,2007,1.472,4.11499999999999,1.444
5,17,2007,0.193,0,0
6,17,2007,0.02,0.07,0.854000000000001
7,17,2007,1.661,2.415,1.681
8,17,2007,0.078,0.102,0.356
9,17,2007,0.044,0.186,0.271
10,17,2007,2.75999999999999,2.95799999999999,1.532
11,17,2007,1.606,7.70799999999999,2.75599999999999
12,17,2007,4.86799999999999,3.76199999999999,1.968
1,18,2007,0.135,0.065,1.731
2,18,2007,0.742000000000001,1.597,2.145
3,18,2007,0.061,0.293,0.341
4,18,2007,1.621,1.972,0.615
5,18,2007,0.074,0.061,0.232
6,18,2007,0.044,0.008,0.007
7,18,2007,4.07499999999999,2.811,4.819
8,18,2007,0.245,0.652,1.484
9,18,2007,0.027,0.195,0.756
10,18,2007,5.713,11.154,5.666
11,18,2007,1.946,8.306,1.82999999999999
12,18,2007,15.818,5.11899999999999,5.15899999999999
1,19,2007,0.137,0.586,2.737
2,19,2007,2.30399999999999,1.91,6.60199999999999
3,19,2007,1.07,2.952,3.41
4,19,2007,1.74399999999999,0.253,0.29
5,19,2007,0.086,0.0830000000000001,0.799000000000001
6,19,2007,0.071,0.007,0
7,19,2007,2.448,0.568,1.391
8,19,2007,0.573,3.33699999999999,3.28999999999999
9,19,2007,0.897000000000001,1.134,0.024
10,19,2007,11.478,10.452,4.63399999999999
11,19,2007,2.455,3.03899999999999,1.522
12,19,2007,19.909,8.39899999999999,6.186
1,20,2007,0.12,0.482,0.689000000000001
2,20,2007,2.99499999999999,5.08299999999999,3.963
3,20,2007,3.97099999999998,1.759,1.736
4,20,2007,3.97799999999998,0.016,0.184
5,20,2007,0.117,2.534,4.022
6,20,2007,0.063,0.003,0.038
7,20,2007,0.085,1.114,1.917
8,20,2007,0.41,2.204,1.387
9,20,2007,1.226,0.07,0.442
10,20,2007,7.115,3.04199999999999,1.58699999999999
11,20,2007,1.533,0.193,0.13
12,20,2007,11.259,3.18899999999999,1.405
1,21,2007,0.031,0.026,0.435
2,21,2007,7.317,4.96699999999999,1.052
3,21,2007,3.49099999999998,0.022,0.207
4,21,2007,8.63399999999998,4.12499999999999,1.587
5,21,2007,0.108,0.820000000000001,1.467
6,21,2007,0.056,0.014,0.212
7,21,2007,0.16,0.503,2.587
8,21,2007,0.022,0.19,0.212
9,21,2007,2.43199999999999,0.019,0.225
