Month,Day,Year,sum
5,14,2010,0.138
5,16,2006,0.138
9,15,2006,0.138
9,5,2007,0.138
1,24,2007,0.139
7,28,2011,0.139
9,22,2006,0.139
3,22,2004,0.139
10,24,2009,0.14
4,30,2011,0.14
6,6,2004,0.14
8,2,2010,0.14
8,2,2011,0.14
9,30,2011,0.14
9,28,2004,0.141
8,27,2012,0.141
1,16,2004,0.141
8,2,2007,0.141
8,4,2008,0.142
8,22,2013,0.142
10,20,2008,0.143
9,21,2004,0.143
8,5,2012,0.143
8,6,2012,0.143
9,5,2012,0.143
11,15,2012,0.143
3,17,2004,0.144
7,7,2004,0.144
8,25,2009,0.144
1,28,2010,0.144
6,14,2012,0.144
4,2,2007,0.144
7,9,2010,0.144
10,23,2006,0.145
7,13,2007,0.145
6,27,2009,0.145
2,5,2011,0.145
7,3,2012,0.145
11,3,2007,0.146
3,5,2008,0.146
10,17,2008,0.146
9,8,2009,0.146
1,15,2010,0.146
4,1,2005,0.146
3,18,2009,0.146
3,31,2011,0.147
10,27,2012,0.147
4,8,2010,0.147
11,1,2004,0.148
3,11,2008,0.148
4,3,2013,0.148
9,10,2009,0.149
8,7,2010,0.149
10,15,2010,0.149
7,25,2010,0.149
9,24,2010,0.15
8,10,2011,0.15
10,22,2008,0.15
6,25,2009,0.15
11,29,2011,0.15
9,10,2005,0.15
4,5,2004,0.15
7,29,2005,0.15
6,4,2005,0.151
6,9,2011,0.151
5,13,2009,0.151
10,7,2012,0.151
3,27,2010,0.151
7,16,2008,0.151
1,28,2009,0.152
3,29,2004,0.153
10,8,2012,0.153
6,27,2005,0.153
7,24,2012,0.153
11,30,2006,0.153
4,29,2009,0.153
8,21,2012,0.153
3,5,2007,0.154
9,14,2005,0.154
7,11,2009,0.154
7,15,2010,0.154
8,25,2006,0.154
9,12,2009,0.154
1,5,2004,0.154
7,29,2007,0.155
1,18,2009,0.155
9,2,2009,0.155
11,24,2007,0.156
11,4,2009,0.156
6,13,2010,0.156
10,21,2008,0.156
10,28,2012,0.156
8,18,2010,0.156
7,9,2009,0.157
5,23,2004,0.157
5,21,2008,0.157
11,28,2011,0.157
3,28,2009,0.157
10,28,2009,0.157
3,10,2009,0.158
7,22,2009,0.158
10,9,2008,0.158
7,5,2013,0.158
2,10,2011,0.159
8,1,2004,0.159
5,20,2008,0.159
3,4,2008,0.16
7,21,2007,0.16
10,1,2009,0.16
3,20,2009,0.16
7,10,2013,0.16
10,23,2008,0.161
12,26,2013,0.161
11,30,2011,0.161
12,2,2008,0.161
4,7,2010,0.161
7,25,2004,0.161
3,1,2010,0.161
6,15,2012,0.162
6,8,2007,0.162
5,20,2009,0.162
7,22,2012,0.162
12,19,2006,0.162
1,26,2011,0.163
6,28,2012,0.163
2,25,2013,0.163
7,21,2009,0.163
6,7,2007,0.164
7,27,2009,0.164
10,23,2011,0.164
4,1,2007,0.164
7,31,2010,0.164
8,20,2005,0.165
11,15,2010,0.165
3,13,2005,0.165
4,1,2011,0.165
8,18,2008,0.165
9,28,2005,0.166
7,22,2007,0.166
5,25,2004,0.166
7,26,2006,0.166
6,11,2004,0.167
9,18,2005,0.167
9,29,2005,0.167
7,7,2010,0.167
7,12,2005,0.168
7,12,2009,0.168
4,7,2004,0.168
5,24,2009,0.168
9,7,2011,0.168
7,9,2005,0.168
7,2,2009,0.169
10,12,2004,0.17
1,2,2007,0.17
6,30,2007,0.17
2,9,2011,0.17
9,16,2005,0.17
5,16,2007,0.171
12,9,2008,0.171
12,1,2013,0.171
9,30,2005,0.171
6,16,2012,0.172
7,16,2007,0.172
5,22,2009,0.172
8,11,2011,0.173
6,5,2006,0.173
3,29,2009,0.173
6,28,2005,0.174
10,8,2008,0.174
8,19,2005,0.175
4,5,2008,0.175
8,26,2005,0.176
10,30,2012,0.176
1,7,2012,0.176
7,5,2005,0.177
9,21,2010,0.177
8,23,2006,0.177
10,10,2006,0.177
1,14,2005,0.177
6,18,2013,0.177
6,23,2004,0.178
10,11,2004,0.178
10,9,2005,0.178
9,17,2004,0.178
10,12,2005,0.179
11,15,2009,0.179
9,6,2010,0.179
11,14,2011,0.179
3,14,2005,0.18
9,9,2005,0.18
3,8,2009,0.18
8,31,2009,0.181
11,4,2012,0.181
5,13,2006,0.181
11,30,2008,0.182
6,26,2009,0.182
9,27,2011,0.182
1,30,2005,0.182
8,6,2006,0.182
6,26,2004,0.183
6,13,2011,0.183
7,14,2007,0.184
10,13,2005,0.185
6,23,2005,0.185
12,1,2008,0.185
8,8,2008,0.186
1,4,2010,0.186
10,13,2013,0.186
11,24,2004,0.187
9,23,2009,0.187
11,29,2008,0.187
8,16,2006,0.187
11,20,2004,0.187
7,12,2010,0.188
2,26,2012,0.188
6,12,2004,0.189
6,27,2004,0.189
8,26,2010,0.189
7,14,2004,0.189
8,25,2007,0.189
5,15,2013,0.189
1,18,2011,0.19
7,4,2004,0.19
9,7,2012,0.19
10,12,2013,0.19
12,19,2011,0.191
1,6,2012,0.192
5,17,2007,0.193
11,25,2007,0.193
7,13,2011,0.193
7,11,2010,0.194
2,23,2012,0.194
5,18,2013,0.194
7,27,2006,0.194
7,10,2006,0.195
10,11,2006,0.195
2,26,2013,0.195
10,14,2008,0.196
2,6,2011,0.196
4,16,2009,0.196
12,18,2013,0.196
5,28,2005,0.196
9,12,2012,0.197
6,30,2005,0.198
6,30,2009,0.198
9,24,2005,0.198
12,12,2005,0.199
7,10,2009,0.2
8,15,2006,0.2
9,12,2004,0.2
7,17,2006,0.2
4,4,2007,0.201
4,14,2013,0.201
1,22,2005,0.202
2,13,2008,0.202
1,19,2011,0.202
4,28,2006,0.202
8,12,2006,0.202
1,20,2011,0.203
5,5,2006,0.203
6,13,2004,0.204
11,16,2010,0.204
9,13,2010,0.204
10,5,2004,0.205
10,31,2004,0.205
4,16,2008,0.205
7,8,2011,0.205
12,15,2004,0.206
9,21,2006,0.206
12,31,2007,0.206
6,8,2011,0.207
10,24,2005,0.207
10,19,2012,0.207
10,15,2008,0.208
10,7,2004,0.208
10,30,2004,0.208
6,22,2009,0.21
9,6,2006,0.211
10,31,2007,0.212
7,27,2010,0.213
10,16,2010,0.214
12,11,2004,0.215
8,30,2009,0.215
1,22,2004,0.215
5,6,2008,0.215
9,4,2009,0.216
5,27,2007,0.217
5,2,2010,0.217
9,2,2010,0.217
12,10,2005,0.217
2,15,2008,0.218
8,19,2008,0.218
3,16,2013,0.218
6,29,2005,0.219
5,5,2010,0.219
2,5,2013,0.219
10,22,2011,0.22
8,15,2012,0.22
7,5,2006,0.221
9,9,2004,0.221
1,10,2007,0.221
12,22,2004,0.223
6,22,2005,0.223
8,18,2005,0.223
7,19,2009,0.224
7,15,2011,0.225
8,1,2007,0.225
11,15,2011,0.225
7,3,2006,0.225
2,4,2013,0.226
10,2,2009,0.227
8,11,2010,0.227
5,4,2006,0.227
8,18,2013,0.227
12,13,2005,0.228
9,23,2005,0.228
8,25,2010,0.229
10,24,2006,0.23
9,23,2010,0.231
10,20,2012,0.231
4,8,2004,0.231
3,17,2010,0.231
8,12,2004,0.231
9,6,2012,0.231
1,16,2008,0.232
3,21,2008,0.232
7,14,2011,0.232
12,21,2004,0.233
3,16,2010,0.233
7,19,2012,0.233
9,30,2010,0.234
5,13,2010,0.236
11,19,2009,0.236
8,10,2006,0.237
4,30,2012,0.237
12,23,2004,0.238
5,25,2005,0.238
5,22,2008,0.238
12,1,2004,0.239
8,23,2010,0.242
2,22,2012,0.242
6,28,2007,0.242
6,19,2009,0.243
12,5,2009,0.243
1,15,2011,0.243
2,6,2007,0.243
12,24,2004,0.244
6,7,2010,0.244
7,1,2009,0.245
8,18,2007,0.245
3,25,2013,0.246
5,9,2006,0.247
9,22,2010,0.247
4,28,2009,0.247
11,14,2013,0.247
1,18,2004,0.248
7,15,2004,0.248
5,1,2012,0.249
7,27,2007,0.249
9,7,2006,0.249
9,8,2012,0.249
7,8,2010,0.25
6,15,2006,0.25
8,11,2013,0.251
8,24,2004,0.251
8,14,2005,0.251
4,9,2004,0.253
11,17,2004,0.253
7,15,2007,0.253
7,5,2004,0.254
11,8,2013,0.254
4,6,2004,0.254
7,3,2004,0.254
6,25,2004,0.255
7,28,2010,0.255
8,8,2010,0.255
6,10,2011,0.255
5,5,2008,0.255
2,15,2006,0.256
2,6,2012,0.256
12,24,2010,0.257
10,20,2005,0.257
1,13,2007,0.259
7,21,2005,0.259
3,6,2007,0.26
6,19,2013,0.26
10,7,2005,0.261
7,30,2009,0.261
8,30,2008,0.261
11,29,2013,0.261
11,15,2007,0.262
6,24,2004,0.263
6,29,2012,0.263
10,4,2004,0.263
8,31,2012,0.263
2,3,2013,0.263
1,6,2011,0.264
1,21,2011,0.264
7,9,2006,0.264
11,23,2004,0.267
3,14,2010,0.267
5,6,2011,0.267
7,2,2012,0.268
8,4,2005,0.269
12,9,2011,0.27
8,24,2006,0.27
4,19,2008,0.27
1,23,2005,0.272
5,4,2008,0.272
6,2,2012,0.273
8,8,2013,0.273
1,3,2010,0.274
3,17,2013,0.274
12,8,2011,0.276
7,23,2007,0.277
5,26,2013,0.277
8,5,2009,0.279
7,26,2010,0.28
7,25,2006,0.28
1,9,2006,0.281
7,5,2012,0.281
9,18,2004,0.281
12,12,2004,0.281
10,1,2008,0.282
3,26,2009,0.282
11,17,2010,0.284
1,15,2008,0.284
2,18,2008,0.284
4,24,2012,0.285
12,18,2006,0.286
10,6,2004,0.288
9,6,2013,0.288
8,30,2012,0.288
1,24,2011,0.289
4,2,2005,0.289
9,9,2012,0.289
1,25,2011,0.29
6,1,2012,0.29
3,31,2008,0.291
8,9,2010,0.292
7,16,2012,0.292
1,23,2011,0.293
5,7,2008,0.293
6,6,2010,0.293
8,10,2010,0.294
9,7,2010,0.295
5,26,2004,0.295
7,15,2008,0.295
3,18,2008,0.296
8,31,2008,0.296
11,29,2007,0.297
8,24,2010,0.297
5,31,2005,0.297
9,17,2005,0.297
9,5,2013,0.297
1,18,2005,0.298
7,26,2005,0.298
1,16,2007,0.298
11,14,2007,0.298
2,24,2013,0.298
7,6,2004,0.299
9,11,2004,0.299
11,15,2013,0.299
12,16,2004,0.3
7,16,2011,0.3
8,19,2004,0.3
1,22,2011,0.301
4,10,2007,0.302
2,17,2010,0.302
3,18,2013,0.303
7,20,2009,0.303
11,24,2006,0.304
8,12,2005,0.306
4,26,2005,0.307
9,4,2007,0.307
3,10,2007,0.308
7,23,2012,0.308
4,3,2011,0.308
4,1,2004,0.31
11,16,2009,0.311
1,15,2005,0.311
6,24,2010,0.311
11,15,2005,0.313
11,16,2004,0.313
5,23,2009,0.313
1,15,2012,0.313
7,4,2012,0.313
10,31,2005,0.314
9,14,2010,0.314
4,4,2008,0.314
7,29,2009,0.314
9,7,2009,0.315
3,25,2009,0.315
5,12,2010,0.316
10,10,2012,0.316
3,25,2007,0.317
11,14,2008,0.318
12,3,2004,0.319
8,11,2005,0.319
10,5,2009,0.319
3,7,2009,0.321
8,14,2011,0.322
7,4,2006,0.322
6,10,2007,0.322
1,29,2012,0.323
12,21,2013,0.323
6,8,2010,0.323
5,12,2006,0.325
6,5,2005,0.325
3,23,2008,0.326
7,24,2011,0.327
8,14,2012,0.327
3,28,2004,0.327
5,27,2009,0.329
8,7,2008,0.329
6,7,2004,0.33
7,30,2005,0.33
3,9,2009,0.33
10,8,2005,0.331
2,14,2008,0.332
11,16,2011,0.334
9,10,2004,0.334
12,2,2011,0.335
8,10,2005,0.336
8,3,2005,0.337
11,12,2005,0.338
10,11,2008,0.339
5,21,2013,0.339
10,30,2013,0.339
9,16,2011,0.341
5,29,2005,0.341
3,7,2008,0.341
3,10,2012,0.342
6,14,2004,0.344
12,18,2004,0.344
3,6,2004,0.344
11,30,2013,0.344
3,8,2008,0.344
9,12,2010,0.346
3,9,2007,0.346
12,31,2008,0.346
2,1,2007,0.347
3,24,2004,0.348
11,6,2013,0.348
9,16,2010,0.349
6,4,2006,0.349
7,18,2009,0.349
6,27,2006,0.349
12,17,2004,0.35
1,5,2011,0.35
5,11,2006,0.35
4,17,2013,0.35
3,2,2008,0.35
6,29,2007,0.351
4,21,2008,0.351
6,9,2007,0.352
6,12,2011,0.352
8,28,2011,0.353
5,22,2013,0.353
5,17,2006,0.353
3,10,2013,0.354
7,17,2010,0.356
8,11,2006,0.356
7,1,2013,0.356
10,10,2008,0.357
7,30,2010,0.359
1,4,2004,0.359
7,30,2006,0.359
10,1,2011,0.359
5,24,2012,0.359
9,11,2013,0.36
8,13,2011,0.361
6,12,2006,0.362
6,18,2004,0.363
10,30,2005,0.363
1,16,2012,0.363
8,29,2009,0.365
5,20,2011,0.365
10,26,2009,0.365
8,9,2013,0.366
7,20,2004,0.366
10,3,2009,0.367
10,18,2009,0.367
9,3,2007,0.368
11,15,2004,0.369
7,28,2006,0.369
1,17,2012,0.37
8,28,2009,0.37
7,4,2013,0.37
5,13,2011,0.37
6,16,2004,0.373
7,17,2011,0.373
9,1,2010,0.375
10,14,2012,0.375
12,27,2011,0.376
5,25,2006,0.376
8,26,2004,0.377
7,11,2008,0.377
4,13,2009,0.379
8,5,2008,0.379
3,5,2004,0.379
3,4,2004,0.38
6,11,2005,0.38
8,10,2013,0.38
12,2,2004,0.382
5,22,2012,0.384
4,12,2009,0.384
8,21,2008,0.385
11,17,2013,0.385
8,16,2004,0.388
12,1,2011,0.388
5,21,2012,0.389
6,11,2010,0.389
1,17,2007,0.389
6,10,2004,0.39
5,4,2010,0.391
6,26,2010,0.391
6,11,2011,0.391
10,16,2009,0.392
5,10,2006,0.393
10,17,2009,0.394
12,24,2005,0.394
11,26,2007,0.394
2,16,2010,0.396
7,17,2009,0.399
8,6,2008,0.4
10,7,2006,0.401
8,1,2009,0.401
4,18,2006,0.402
1,27,2009,0.402
2,6,2008,0.403
12,19,2009,0.403
4,13,2007,0.404
12,18,2011,0.404
12,15,2007,0.405
4,5,2011,0.406
12,17,2011,0.407
6,26,2012,0.407
9,15,2010,0.408
9,11,2010,0.409
2,27,2013,0.409
6,15,2004,0.41
8,20,2007,0.41
9,5,2011,0.412
12,10,2007,0.412
6,10,2013,0.413
4,2,2011,0.413
2,6,2013,0.414
5,11,2011,0.415
4,13,2004,0.416
2,5,2008,0.417
4,10,2010,0.417
4,11,2005,0.419
8,23,2012,0.419
8,28,2013,0.419
6,25,2012,0.419
5,3,2010,0.42
4,29,2006,0.42
5,30,2008,0.422
7,30,2007,0.423
6,11,2013,0.423
7,29,2010,0.425
9,10,2010,0.427
8,25,2004,0.427
8,9,2005,0.427
6,18,2009,0.428
2,16,2006,0.428
5,21,2005,0.429
10,10,2004,0.429
6,17,2004,0.43
4,6,2007,0.43
10,3,2004,0.431
5,11,2005,0.431
10,21,2007,0.431
5,2,2008,0.432
3,1,2013,0.433
12,31,2012,0.433
5,30,2013,0.433
5,29,2010,0.435
2,24,2012,0.435
7,26,2007,0.436
7,16,2010,0.437
7,26,2011,0.437
7,31,2005,0.437
5,18,2009,0.438
1,16,2005,0.439
5,18,2006,0.439
10,12,2011,0.439
9,26,2013,0.44
10,27,2013,0.441
3,26,2005,0.442
4,10,2011,0.442
8,8,2006,0.443
11,28,2007,0.444
11,7,2008,0.445
9,2,2007,0.446
9,7,2013,0.446
4,30,2006,0.446
7,31,2007,0.447
11,16,2013,0.447
1,8,2013,0.449
11,3,2012,0.449
5,15,2009,0.45
4,6,2008,0.45
9,24,2007,0.45
5,30,2005,0.451
5,2,2012,0.452
8,29,2013,0.455
7,22,2005,0.455
4,20,2008,0.455
1,5,2010,0.457
7,29,2011,0.458
1,7,2007,0.46
4,9,2008,0.466
8,16,2012,0.466
11,1,2010,0.467
1,17,2005,0.469
4,18,2005,0.469
12,20,2004,0.47
6,4,2008,0.471
10,27,2007,0.472
8,22,2012,0.473
5,3,2008,0.474
10,27,2009,0.474
11,5,2006,0.481
10,17,2011,0.481
11,2,2013,0.481
11,3,2013,0.481
7,16,2004,0.481
6,20,2005,0.482
6,1,2006,0.482
5,5,2012,0.482
4,5,2005,0.482
11,14,2004,0.483
10,4,2005,0.483
7,19,2004,0.484
8,20,2008,0.485
8,8,2005,0.485
4,7,2008,0.485
9,17,2010,0.486
4,6,2012,0.488
8,21,2013,0.488
6,3,2008,0.488
3,26,2013,0.49
12,4,2004,0.491
2,9,2012,0.492
2,19,2012,0.492
3,17,2008,0.492
3,5,2012,0.494
10,2,2004,0.495
4,20,2005,0.495
8,29,2007,0.496
11,7,2013,0.496
8,17,2005,0.496
2,8,2008,0.499
7,18,2004,0.5
5,9,2004,0.5
12,18,2009,0.501
6,25,2005,0.502
2,29,2008,0.502
5,12,2011,0.503
9,8,2013,0.503
4,2,2009,0.504
7,15,2012,0.507
2,23,2011,0.509
3,5,2010,0.509
11,27,2007,0.51
8,19,2012,0.511
5,2,2005,0.511
5,28,2009,0.511
11,14,2009,0.511
2,25,2012,0.512
10,16,2011,0.514
7,18,2012,0.515
11,29,2010,0.516
8,26,2011,0.516
7,29,2006,0.519
6,6,2012,0.52
4,8,2008,0.521
4,5,2007,0.523
1,4,2009,0.524
9,15,2009,0.524
9,29,2004,0.525
6,26,2005,0.525
7,2,2004,0.526
7,24,2013,0.527
7,25,2013,0.527
8,2,2005,0.528
1,5,2006,0.53
6,8,2009,0.53
7,23,2005,0.531
2,22,2013,0.532
10,4,2009,0.533
2,22,2011,0.533
12,19,2004,0.534
6,8,2004,0.535
5,19,2009,0.535
8,13,2012,0.535
8,30,2010,0.537
7,20,2013,0.537
7,12,2007,0.539
6,28,2004,0.54
3,30,2008,0.541
9,10,2012,0.541
11,13,2008,0.543
4,3,2009,0.543
2,16,2007,0.546
3,3,2007,0.546
1,12,2013,0.546
9,6,2011,0.549
4,25,2009,0.552
4,28,2011,0.552
8,17,2012,0.553
4,10,2005,0.554
10,12,2009,0.554
7,17,2012,0.555
8,31,2010,0.557
8,7,2006,0.557
8,23,2004,0.558
6,20,2009,0.559
11,29,2006,0.56
8,1,2005,0.565
9,1,2007,0.566
4,25,2005,0.567
8,19,2007,0.573
7,22,2006,0.575
2,2,2012,0.575
4,29,2011,0.58
10,28,2007,0.581
1,6,2007,0.583
8,13,2004,0.585
6,4,2007,0.585
8,11,2012,0.586
3,21,2010,0.59
3,2,2013,0.591
4,30,2010,0.592
4,14,2009,0.593
3,22,2010,0.593
5,14,2009,0.598
6,30,2012,0.598
7,10,2007,0.6
7,26,2009,0.602
11,9,2009,0.602
7,21,2008,0.603
11,20,2008,0.603
1,24,2005,0.606
2,19,2010,0.606
4,9,2012,0.607
1,7,2009,0.608
8,5,2005,0.608
4,24,2009,0.609
4,22,2005,0.61
8,3,2009,0.61
5,17,2012,0.611
7,1,2004,0.612
8,15,2004,0.613
5,7,2004,0.616
6,17,2009,0.621
5,18,2012,0.621
4,20,2012,0.623
9,9,2011,0.624
5,8,2004,0.626
9,26,2011,0.628
6,27,2011,0.629
3,12,2011,0.629
7,23,2009,0.63
8,18,2012,0.634
6,9,2004,0.636
4,16,2012,0.636
9,9,2013,0.636
11,13,2004,0.638
7,18,2006,0.638
7,20,2008,0.638
6,25,2010,0.639
9,11,2012,0.639
6,29,2006,0.641
7,12,2013,0.643
1,19,2004,0.644
8,28,2007,0.644
1,6,2006,0.645
1,11,2007,0.645
10,13,2012,0.648
4,15,2009,0.649
11,11,2012,0.65
5,31,2010,0.652
5,8,2010,0.653
7,1,2012,0.655
9,26,2005,0.657
2,7,2008,0.659
4,30,2009,0.66
9,4,2013,0.661
8,14,2004,0.663
11,21,2008,0.665
5,22,2004,0.665
4,19,2005,0.665
2,18,2013,0.666
11,6,2006,0.671
9,15,2011,0.674
12,22,2007,0.674
12,8,2008,0.675
1,29,2013,0.677
3,31,2004,0.678
1,12,2007,0.679
6,14,2006,0.684
8,20,2004,0.689
1,25,2006,0.690000000000001
6,21,2009,0.691
7,17,2004,0.691
10,8,2010,0.691000000000001
11,10,2009,0.692
12,7,2008,0.693000000000001
7,25,2011,0.693000000000001
5,13,2005,0.694000000000001
11,11,2005,0.695
5,24,2010,0.695000000000001
3,14,2009,0.699
3,24,2007,0.701
4,29,2008,0.705000000000001
12,26,2007,0.706000000000001
4,11,2011,0.707
2,15,2007,0.708
9,6,2009,0.708000000000001
4,16,2005,0.712000000000001
9,29,2008,0.713000000000001
9,5,2009,0.714
7,11,2013,0.717000000000001
4,14,2008,0.718
2,23,2013,0.719000000000001
9,18,2013,0.721000000000001
9,23,2013,0.724
4,30,2008,0.727000000000001
10,1,2004,0.732
7,23,2006,0.734
9,1,2013,0.737000000000001
5,29,2009,0.740000000000001
2,18,2007,0.742000000000001
7,4,2011,0.743000000000001
9,17,2013,0.745000000000001
7,24,2007,0.748000000000001
7,24,2006,0.755
1,29,2004,0.758
9,27,2005,0.76
1,25,2004,0.760000000000001
1,10,2010,0.762000000000001
6,13,2006,0.764000000000001
2,28,2013,0.766
6,7,2009,0.768
11,12,2012,0.771
3,24,2008,0.773
12,14,2004,0.773000000000001
2,28,2009,0.773000000000001
4,7,2007,0.775000000000001
1,21,2004,0.776000000000001
10,17,2012,0.777
10,2,2007,0.780000000000001
1,12,2004,0.784
7,7,2011,0.785
12,25,2004,0.789
6,15,2009,0.789000000000001
6,24,2012,0.791000000000001
4,4,2004,0.794000000000001
4,12,2011,0.797
5,19,2004,0.797000000000001
9,10,2013,0.799000000000001
9,28,2013,0.807
10,16,2004,0.811000000000001
9,24,2011,0.811000000000001
2,6,2005,0.812000000000001
4,24,2008,0.812000000000001
3,30,2011,0.813000000000001
7,28,2013,0.816
6,9,2009,0.816000000000001
3,30,2004,0.816000000000001
11,14,2012,0.817000000000001
4,15,2008,0.821000000000001
7,25,2007,0.821000000000001
3,25,2005,0.826000000000001
3,22,2007,0.828000000000001
2,10,2005,0.829000000000001
6,16,2009,0.829000000000001
1,6,2005,0.830000000000001
4,9,2007,0.834000000000001
6,9,2010,0.836000000000001
8,24,2009,0.837000000000001
2,14,2010,0.837000000000001
11,16,2007,0.838
3,22,2006,0.838000000000001
10,2,2011,0.839000000000001
5,14,2005,0.841000000000001
6,6,2005,0.841000000000001
11,12,2013,0.842000000000001
11,11,2010,0.842000000000001
3,1,2008,0.844000000000001
6,28,2006,0.846000000000001
12,25,2007,0.846000000000001
8,27,2011,0.846000000000001
1,30,2012,0.847000000000001
11,13,2013,0.850000000000001
10,1,2010,0.851000000000001
5,28,2006,0.857000000000001
8,22,2009,0.857000000000001
4,17,2005,0.859000000000001
2,13,2010,0.859000000000001
12,9,2005,0.860000000000001
2,17,2012,0.864000000000001
5,3,2005,0.865000000000001
12,13,2004,0.869000000000001
8,12,2012,0.871000000000001
9,30,2008,0.873
10,13,2006,0.874000000000001
11,1,2005,0.878000000000001
1,9,2009,0.878000000000001
6,30,2004,0.879000000000001
8,22,2004,0.882
8,21,2004,0.882000000000001
8,30,2007,0.883000000000001
3,11,2010,0.885000000000001
9,30,2004,0.886000000000001
3,29,2011,0.888000000000001
2,18,2012,0.890000000000001
6,10,2010,0.892000000000001
4,27,2006,0.893000000000001
11,18,2013,0.896000000000001
9,19,2007,0.897000000000001
3,6,2009,0.898000000000001
1,4,2011,0.901
2,15,2010,0.901000000000001
4,6,2005,0.904
3,25,2008,0.904000000000001
1,16,2010,0.904000000000001
5,17,2004,0.906000000000001
1,13,2004,0.909000000000001
5,5,2013,0.909000000000001
10,3,2006,0.91
2,20,2012,0.911000000000001
8,2,2009,0.915000000000001
4,17,2012,0.918000000000001
2,21,2012,0.918000000000001
3,23,2007,0.923000000000001
2,21,2011,0.925000000000001
4,15,2013,0.927000000000001
11,11,2009,0.929000000000001
11,2,2012,0.929000000000001
6,7,2005,0.931000000000001
12,12,2008,0.938000000000001
10,21,2012,0.941000000000001
10,14,2005,0.941000000000001
9,28,2007,0.942000000000001
9,29,2007,0.944000000000001
7,21,2006,0.945000000000001
5,24,2011,0.945000000000001
11,9,2006,0.947000000000001
4,19,2010,0.948000000000001
10,3,2005,0.948000000000001
5,21,2011,0.951000000000001
9,24,2013,0.954000000000001
7,3,2013,0.959000000000001
11,29,2009,0.959000000000001
6,27,2013,0.965000000000001
8,25,2013,0.965000000000001
4,14,2005,0.973000000000001
5,29,2013,0.973000000000001
2,10,2012,0.978000000000001
4,15,2012,0.978000000000001
12,20,2006,0.979000000000001
5,7,2011,0.980000000000001
6,23,2013,0.980000000000001
1,20,2008,0.982000000000001
1,1,2009,0.984000000000001
4,16,2007,0.987000000000001
4,9,2013,0.987000000000001
7,14,2008,0.995000000000001
10,1,2005,0.997000000000001
11,26,2009,0.998000000000001
7,12,2012,1.005
2,21,2013,1.007
2,8,2005,1.01
7,19,2011,1.012
10,26,2010,1.013
12,6,2009,1.016
3,27,2013,1.019
1,7,2010,1.02
5,10,2011,1.021
1,8,2009,1.025
5,26,2006,1.025
5,20,2004,1.026
6,10,2009,1.031
7,2,2013,1.036
5,10,2013,1.037
8,31,2007,1.038
10,2,2008,1.042
4,12,2005,1.045
12,26,2009,1.048
10,17,2006,1.05
3,8,2007,1.056
10,4,2007,1.057
2,14,2007,1.059
11,5,2004,1.061
11,10,2008,1.063
7,11,2007,1.065
3,19,2007,1.07
9,2,2013,1.071
7,18,2011,1.072
6,29,2004,1.073
3,19,2006,1.076
5,5,2007,1.077
1,20,2004,1.082
9,25,2013,1.083
11,13,2009,1.086
4,15,2010,1.086
4,16,2013,1.087
5,27,2012,1.088
3,24,2010,1.096
7,25,2005,1.097
3,7,2007,1.104
1,6,2010,1.105
11,28,2008,1.109
5,20,2005,1.111
5,29,2004,1.112
10,8,2004,1.114
4,2,2013,1.115
12,16,2011,1.117
1,30,2007,1.123
9,13,2009,1.125
5,23,2011,1.129
2,27,2009,1.132
9,8,2010,1.133
3,28,2010,1.137
3,9,2011,1.141
4,21,2006,1.141
10,15,2012,1.143
5,23,2010,1.147
8,28,2010,1.148
8,26,2007,1.157
7,19,2006,1.157
12,9,2007,1.159
7,24,2005,1.162
12,11,2012,1.166
11,2,2004,1.178
8,19,2013,1.181
3,6,2005,1.182
10,6,2007,1.185
9,9,2010,1.186
6,11,2009,1.188
10,30,2008,1.192
4,22,2004,1.198
11,24,2013,1.204
1,13,2008,1.204
3,7,2012,1.206
12,14,2011,1.211
5,21,2004,1.216
12,10,2004,1.216
4,8,2007,1.217
5,1,2005,1.223
5,21,2010,1.224
9,20,2007,1.226
11,1,2006,1.229
2,28,2011,1.229
7,20,2006,1.243
9,20,2013,1.243
7,25,2009,1.246
8,7,2005,1.25
9,25,2011,1.25
12,19,2013,1.256
6,1,2010,1.259
2,11,2012,1.265
8,27,2007,1.268
4,2,2012,1.272
2,8,2010,1.278
2,1,2010,1.278
5,22,2011,1.284
8,29,2010,1.285
10,19,2010,1.288
6,6,2007,1.289
1,29,2011,1.289
1,31,2012,1.295
9,3,2013,1.299
10,15,2007,1.3
7,24,2009,1.3
12,2,2013,1.302
11,18,2010,1.302
2,1,2012,1.319
12,23,2009,1.321
5,18,2004,1.331
8,20,2013,1.332
5,30,2009,1.336
12,20,2013,1.33699999999999
5,30,2011,1.337
1,31,2010,1.344
4,13,2011,1.346
5,27,2004,1.346
12,5,2007,1.347
1,31,2007,1.35099999999999
10,25,2005,1.356
3,19,2008,1.36
3,20,2008,1.368
11,13,2011,1.37199999999999
10,15,2006,1.382
2,28,2004,1.384
12,12,2010,1.384
1,12,2008,1.386
7,26,2013,1.388
11,10,2006,1.389
4,3,2012,1.389
8,6,2005,1.39
1,29,2007,1.391
4,30,2005,1.395
2,13,2004,1.398
10,2,2005,1.403
2,9,2013,1.40399999999999
2,20,2006,1.408
6,3,2006,1.408
11,12,2009,1.40999999999999
8,2,2012,1.411
8,15,2005,1.411
3,29,2013,1.41699999999999
4,23,2010,1.417
11,24,2005,1.418
10,14,2006,1.419
