CZ_NAME_STR,BEGIN_DATE,EVENT_TYPE,CZ_FIPS,BEGIN_LAT,BEGIN_LON
DESCHUTES,05/29/2009,Hail,17,43.82,-121.47
DESCHUTES,7/8/2012,Hail,17,43.85,-121.47
DESCHUTES,7/2/2006,Thunderstorm Wind,17,43.68,-121.48
DESCHUTES,7/9/2006,Hail,17,43.68,-121.48
DESCHUTES,08/17/2010,Hail,17,43.72,-121.48
DESCHUTES,7/8/2012,Hail,17,43.72,-121.48
DESCHUTES,06/19/2005,Hail,17,43.73,-121.48
DESCHUTES,05/28/2005,Hail,17,43.75,-121.48
DESCHUTES,08/17/2010,Hail,17,43.82,-121.49
DESCHUTES,7/8/2012,Hail,17,43.73,-121.5
DESCHUTES,9/5/2013,Hail,17,43.91,-121.5
DESCHUTES,7/9/2006,Hail,17,43.73,-121.52
DESCHUTES,8/2/2009,Hail,17,43.73,-121.52
DESCHUTES,8/2/2009,Hail,17,43.76,-121.52
DESCHUTES,08/17/2010,Hail,17,43.76,-121.52
DESCHUTES,08/18/2008,Hail,17,43.76,-121.53
DESCHUTES,7/8/2012,Hail,17,43.73,-121.54
HOOD RIVER,8/7/2008,Hail,27,45.63,-121.54
DESCHUTES,7/9/2006,Hail,17,43.65,-121.55
DESCHUTES,9/5/2013,Hail,17,44.29,-121.55
DESCHUTES,6/12/2006,Hail,17,44.28,-121.58
KLAMATH,08/21/2005,Hail,35,43.42,-121.65
KLAMATH,08/21/2005,Hail,35,43.42,-121.65
DESCHUTES,8/7/2008,Hail,17,43.67,-121.66
KLAMATH,07/22/2008,Hail,35,42.15,-121.69
DESCHUTES,08/24/2011,Hail,17,43.68,-121.69
JEFFERSON,7/8/2012,Hail,31,44.42,-121.7
CLACKAMAS,8/9/2013,Thunderstorm Wind,5,45.3,-121.71
KLAMATH,9/7/2011,Thunderstorm Wind,35,42.22,-121.72
KLAMATH,9/7/2011,Thunderstorm Wind,35,42.23,-121.72
DESCHUTES,7/3/2006,Hail,17,43.98,-121.72
KLAMATH,04/17/2004,Tornado,35,42.15,-121.73
KLAMATH,9/4/2011,Thunderstorm Wind,35,42.15,-121.73
KLAMATH,07/26/2010,Thunderstorm Wind,35,42.22,-121.73
DESCHUTES,8/7/2008,Hail,17,43.76,-121.73
KLAMATH,08/16/2008,Thunderstorm Wind,35,42.22,-121.77
KLAMATH,06/28/2004,Thunderstorm Wind,35,42.23,-121.77
KLAMATH,05/17/2006,Hail,35,42.23,-121.77
KLAMATH,8/6/2006,Thunderstorm Wind,35,42.23,-121.77
DESCHUTES,9/5/2013,Hail,17,43.91,-121.77
CLACKAMAS,8/9/2013,Hail,5,45.31,-121.77
CLACKAMAS,6/9/2009,Hail,5,44.9,-121.79
KLAMATH,6/1/2007,Hail,35,43.12,-121.8
CLACKAMAS,8/10/2013,Hail,5,45.3,-121.83
KLAMATH,8/1/2009,Thunderstorm Wind,35,42.61,-121.85
KLAMATH,07/26/2010,Hail,35,42.16,-121.87
KLAMATH,04/17/2007,Tornado,35,42.13,-121.89
KLAMATH,05/28/2005,Hail,35,42.13,-121.93
KLAMATH,8/12/2013,Hail,35,42.12,-121.94
KLAMATH,07/31/2013,Hail,35,43.54,-121.95
LINN,8/9/2013,Thunderstorm Wind,43,44.6,-121.95
CLACKAMAS,05/18/2005,Thunderstorm Wind,5,45.33,-121.97
KLAMATH,7/3/2006,Hail,35,43.52,-121.98
KLAMATH,07/31/2013,Hail,35,43.22,-122.04
KLAMATH,8/2/2009,Hail,35,42.95,-122.1
MULTNOMAH,05/24/2008,Hail,51,45.58,-122.11
KLAMATH,8/1/2009,Hail,35,42.9,-122.13
KLAMATH,08/17/2010,Hail,35,42.9,-122.13
DOUGLAS,07/27/2010,Hail,19,43.18,-122.14
LINN,7/8/2012,Hail,43,44.73,-122.14
LANE,06/30/2006,Thunderstorm Wind,39,44.12,-122.2
LANE,06/30/2006,Hail,39,44.12,-122.2
KLAMATH,08/17/2010,Hail,35,42.88,-122.21
KLAMATH,8/2/2009,Hail,35,42.54,-122.27
DOUGLAS,8/2/2004,Hail,19,43.08,-122.27
CLACKAMAS,05/20/2007,Hail,5,45.4,-122.27
CLACKAMAS,05/21/2006,Hail,5,45.4,-122.27
JACKSON,08/17/2008,Hail,29,42.2,-122.32
LANE,08/18/2008,Hail,39,43.65,-122.33
CLACKAMAS,6/4/2009,Thunderstorm Wind,5,45.28,-122.33
MARION,06/19/2005,Thunderstorm Wind,47,44.83,-122.35
JACKSON,8/1/2009,Thunderstorm Wind,29,42.9,-122.43
CLACKAMAS,06/19/2005,Thunderstorm Wind,5,45.18,-122.45
CLACKAMAS,06/29/2008,Hail,5,45.18,-122.45
LANE,08/24/2004,Hail,39,43.75,-122.47
LANE,8/9/2013,Hail,39,43.75,-122.47
JACKSON,07/27/2010,Hail,29,42.75,-122.48
MULTNOMAH,09/28/2007,Hail,51,45.53,-122.48
LANE,10/24/2010,Thunderstorm Wind,39,43.74,-122.53
MULTNOMAH,5/2/2007,Hail,51,45.53,-122.53
MULTNOMAH,6/4/2009,Thunderstorm Wind,51,45.56,-122.54
JACKSON,08/17/2010,Hail,29,42.54,-122.56
CLACKAMAS,07/13/2004,Thunderstorm Wind,5,45.15,-122.58
CLACKAMAS,07/13/2004,Thunderstorm Wind,5,45.15,-122.58
DOUGLAS,6/4/2012,Hail,19,43.08,-122.6
MARION,6/4/2009,Thunderstorm Wind,47,44.83,-122.6
CLACKAMAS,09/14/2006,Hail,5,45.35,-122.6
CLACKAMAS,04/22/2005,Thunderstorm Wind,5,45.37,-122.62
CLACKAMAS,5/2/2009,Thunderstorm Wind,5,45.44,-122.62
JACKSON,8/1/2009,Hail,29,42.25,-122.63
MARION,07/13/2004,Thunderstorm Wind,47,44.87,-122.63
MULTNOMAH,07/25/2011,Thunderstorm Wind,51,45.52,-122.64
CLACKAMAS,04/22/2005,Thunderstorm Wind,5,45.37,-122.65
MULTNOMAH,7/12/2007,Thunderstorm Wind,51,45.53,-122.65
CLACKAMAS,05/18/2005,Thunderstorm Wind,5,45.42,-122.68
MULTNOMAH,6/4/2009,Thunderstorm Wind,51,45.52,-122.68
JACKSON,08/30/2007,Hail,29,42.2,-122.7
JACKSON,03/13/2011,Thunderstorm Wind,29,42.2,-122.7
JACKSON,05/27/2005,Hail,29,42.2,-122.7
JACKSON,8/1/2009,Hail,29,42.21,-122.7
LINN,07/13/2004,Hail,43,44.58,-122.73
JACKSON,8/8/2013,Hail,29,42.23,-122.75
JACKSON,08/17/2010,Hail,29,42.34,-122.76
JACKSON,05/27/2005,Hail,29,42.25,-122.78
LANE,6/4/2009,Hail,39,44.23,-122.8
WASHINGTON,7/12/2007,Hail,67,45.48,-122.82
JACKSON,08/17/2010,Hail,29,42.35,-122.84
JACKSON,08/17/2010,Hail,29,42.36,-122.84
JACKSON,8/1/2009,Hail,29,42.54,-122.84
LANE,06/29/2008,Hail,39,43.92,-122.84
JACKSON,08/17/2010,Hail,29,42.34,-122.85
JACKSON,08/17/2010,Hail,29,42.38,-122.85
WASHINGTON,7/12/2007,Hail,67,45.35,-122.85
WASHINGTON,06/18/2004,Tornado,67,45.35,-122.85
MARION,03/28/2008,Thunderstorm Wind,47,45.14,-122.86
JACKSON,08/17/2010,Hail,29,42.33,-122.87
JACKSON,6/4/2012,Hail,29,42.33,-122.87
JACKSON,08/17/2010,Hail,29,42.34,-122.87
JACKSON,8/1/2009,Hail,29,42.38,-122.88
MARION,12/14/2010,Tornado,47,44.84,-122.88
COLUMBIA,6/6/2004,Tornado,9,46.05,-122.88
JACKSON,08/17/2010,Hail,29,42.36,-122.89
LANE,06/29/2008,Hail,39,43.93,-122.9
LINN,05/18/2005,Thunderstorm Wind,43,44.53,-122.9
LINN,05/21/2006,Hail,43,44.53,-122.9
LINN,09/28/2007,Hail,43,44.56,-122.9
LINN,09/28/2007,Tornado,43,44.57,-122.9
MARION,12/16/2006,Tornado,47,45.03,-122.9
JACKSON,08/17/2010,Hail,29,42.37,-122.91
JACKSON,08/17/2010,Hail,29,42.37,-122.91
WASHINGTON,6/4/2009,Thunderstorm Wind,67,45.3,-122.97
JACKSON,08/17/2010,Hail,29,42.39,-122.98
LINN,6/4/2009,Hail,43,44.32,-122.98
DOUGLAS,6/4/2012,Thunderstorm Wind,19,43.11,-122.99
LANE,06/19/2005,Thunderstorm Wind,39,44.05,-123.
JACKSON,8/7/2013,Hail,29,42.22,-123.02
MARION,5/3/2007,Hail,47,44.95,-123.02
DOUGLAS,04/23/2012,Thunderstorm Wind,19,42.93,-123.05
LANE,05/21/2006,Hail,39,44.05,-123.08
LANE,05/21/2006,Thunderstorm Wind,39,44.05,-123.08
LINN,09/28/2007,Hail,43,44.63,-123.08
JACKSON,8/1/2009,Hail,29,42.2,-123.14
DOUGLAS,6/4/2012,Thunderstorm Wind,19,43.01,-123.15
JACKSON,6/2/2009,Hail,29,42.22,-123.17
JACKSON,06/28/2008,Hail,29,42.43,-123.17
JACKSON,7/11/2007,Thunderstorm Wind,29,42.43,-123.17
JOSEPHINE,8/5/2012,Thunderstorm Wind,33,42.02,-123.18
YAMHILL,06/13/2013,Tornado,71,45.22,-123.19
LINN,6/4/2009,Tornado,43,44.49,-123.2
JACKSON,8/5/2012,Thunderstorm Wind,29,42.04,-123.24
JOSEPHINE,6/2/2009,Thunderstorm Wind,33,42.23,-123.27
BENTON,6/4/2009,Thunderstorm Wind,3,44.57,-123.28
DOUGLAS,04/23/2012,Hail,19,43.17,-123.31
JOSEPHINE,6/4/2012,Hail,33,42.44,-123.32
DOUGLAS,6/2/2009,Thunderstorm Wind,19,43.22,-123.35
JOSEPHINE,03/13/2011,Thunderstorm Wind,33,42.62,-123.37
JOSEPHINE,04/23/2012,Thunderstorm Wind,33,42.62,-123.37
DOUGLAS,07/19/2012,Hail,19,42.74,-123.39
JOSEPHINE,03/13/2011,Hail,33,42.52,-123.42
DOUGLAS,03/13/2011,Thunderstorm Wind,19,42.73,-123.42
DOUGLAS,06/18/2013,Tornado,19,43.28,-123.42
POLK,12/13/2010,Thunderstorm Wind,53,44.92,-123.47
LINCOLN,11/6/2009,Tornado,41,45.01,-124.01
CLATSOP,12/13/2010,Thunderstorm Wind,7,46.23,-124.01
LINCOLN,12/13/2010,Thunderstorm Wind,41,44.93,-124.02
LINCOLN,11/20/2012,Thunderstorm Wind,41,44.44,-124.05
LINCOLN,10/24/2010,Thunderstorm Wind,41,44.4,-124.07
COOS,11/27/2006,Hail,11,43.42,-124.25
COOS,03/13/2011,Thunderstorm Wind,11,43.42,-124.25
CURRY,03/31/2012,Thunderstorm Wind,15,42.04,-124.26
CURRY,02/28/2012,Thunderstorm Wind,15,42.04,-124.27
CURRY,03/13/2011,Thunderstorm Wind,15,42.05,-124.28
CURRY,10/24/2010,Tornado,15,42.67,-124.47
WALLOWA,06/22/2011,Thunderstorm Wind,63,45.593753,-117.185580
WALLOWA,06/22/2011,Thunderstorm Wind,63,45.593753,-117.185580
WALLOWA,06/22/2011,Hail,63,45.593753,-117.185580
WALLOWA,06/22/2011,Hail,63,45.593753,-117.185580
WALLOWA,06/22/2011,Hail,63,45.593753,-117.185580
WALLOWA,10/1/2012,Drought,50,45.593753,-117.185580
WALLOWA,10/1/2006,Wildfire,50,45.593753,-117.185580
WALLOWA,08/20/2012,Wildfire,50,45.593753,-117.185580
WALLOWA,09/18/2012,Wildfire,50,45.593753,-117.185580
WALLOWA,9/1/2012,Wildfire,50,45.593753,-117.185580
WALLOWA,9/4/2006,Wildfire,50,45.593753,-117.185580
WALLOWA,08/22/2006,Wildfire,50,45.593753,-117.185580
WALLOWA,09/14/2005,Wildfire,50,45.593753,-117.185580
WALLOWA,8/8/2005,Wildfire,50,45.593753,-117.185580
WALLOWA,8/1/2004,Wildfire,50,45.593753,-117.185580
WALLOWA,07/19/2004,Wildfire,50,45.593753,-117.185580
WALLOWA,9/7/2011,Wildfire,50,45.593753,-117.185580
WALLOWA,07/26/2009,Wildfire,50,45.593753,-117.185580
WALLOWA,09/16/2007,Wildfire,50,45.593753,-117.185580
WALLOWA,07/13/2007,Wildfire,50,45.593753,-117.185580
WALLOWA,07/14/2007,Wildfire,50,45.593753,-117.185580
GRAND RONDE VALLEY,8/7/2005,Wildfire,49,45.2146,-117.5718
GRAND RONDE VALLEY,8/1/2005,Wildfire,49,45.2146,-117.5718
GRAND RONDE VALLEY,07/28/2005,Wildfire,49,45.2146,-117.5718
GRAND RONDE VALLEY,07/28/2005,Wildfire,49,45.2146,-117.5718
GRAND RONDE VALLEY,07/13/2007,Wildfire,49,45.2146,-117.5718
MALHEUR,8/10/2006,Thunderstorm Wind,45,43.1877,-117.603976
MALHEUR,06/29/2004,Thunderstorm Wind,45,43.1877,-117.603976
MALHEUR,01/30/2004,Thunderstorm Wind,45,43.1877,-117.603976
MALHEUR,8/10/2006,Thunderstorm Wind,45,43.1877,-117.603976
MALHEUR,9/5/2013,Hail,45,43.1877,-117.603976
MALHEUR,7/9/2012,Wildfire,63,43.1877,-117.603976
UNION,06/22/2011,Hail,61,45.304047,-117.999136
UNION,06/28/2011,Hail,61,45.304047,-117.999136
BLUE MOUNTAINS,09/24/2005,Wildfire,46,45.5,-118.
BLUE MOUNTAINS,9/1/2005,Wildfire,46,45.5,-118.
BLUE MOUNTAINS,08/23/2005,Wildfire,46,45.5,-118.
BLUE MOUNTAINS,08/14/2005,Wildfire,46,45.5,-118.
BLUE MOUNTAINS,8/11/2005,Wildfire,46,45.5,-118.
UMATILLA,05/23/2006,Thunderstorm Wind,59,45.5912,-118.733880
UMATILLA,05/19/2006,Thunderstorm Wind,59,45.5912,-118.733880
UMATILLA,04/15/2006,Thunderstorm Wind,59,45.5912,-118.733880
UMATILLA,04/15/2006,Thunderstorm Wind,59,45.5912,-118.733880
UMATILLA,05/19/2006,Thunderstorm Wind,59,45.5912,-118.733880
UMATILLA,05/19/2006,Thunderstorm Wind,59,45.5912,-118.733880
UMATILLA,05/19/2006,Thunderstorm Wind,59,45.5912,-118.733880
FOOTHILLS OF THE BLUE MOUNTAINS,08/21/2006,Wildfire,501,45.6583,-118.83167
FOOTHILLS OF THE BLUE MOUNTAINS,07/21/2010,Wildfire,501,45.6583,-118.83167
FOOTHILLS OF THE BLUE MOUNTAINS,7/12/2010,Wildfire,501,45.6583,-118.83167
FOOTHILLS OF THE BLUE MOUNTAINS,07/17/2005,Wildfire,45,45.6583,-118.83167
FOOTHILLS OF THE BLUE MOUNTAINS,07/23/2005,Wildfire,45,45.6583,-118.83167
FOOTHILLS OF THE BLUE MOUNTAINS,07/13/2009,Wildfire,501,45.6583,-118.83167
FOOTHILLS OF THE NORTHERN BLUE MOUNTAINS OF OREGON,3/6/2012,Wildfire,507,45.6583,-118.83167
SOUTHERN BLUE MOUNTAINS,9/1/2013,Wildfire,503,45.13634,-118.93480
SOUTHERN BLUE MOUNTAINS,8/12/2013,Wildfire,503,45.13634,-118.93480
SOUTHERN BLUE MOUNTAINS,9/5/2011,Wildfire,503,45.13634,-118.93480
SOUTHERN BLUE MOUNTAINS,08/15/2007,Wildfire,503,45.13634,-118.93480
HARNEY,08/16/2006,Thunderstorm Wind,25,43.064355,-118.985949
HARNEY,7/9/2006,Thunderstorm Wind,25,43.064355,-118.985949
HARNEY,8/10/2006,Thunderstorm Wind,25,43.064355,-118.985949
HARNEY,08/28/2006,Thunderstorm Wind,25,43.064355,-118.985949
HARNEY,9/3/2013,Thunderstorm Wind,25,43.064355,-118.985949
LOWER COLUMBIA BASIN,06/23/2005,Wildfire,44,45.82583,-119.26111
LOWER COLUMBIA BASIN,07/30/2004,Wildfire,44,45.82583,-119.26111
LOWER COLUMBIA BASIN,07/14/2007,Wildfire,44,45.82583,-119.26111
LOWER COLUMBIA BASIN,07/19/2012,Wildfire,44,45.82583,-119.26111
LOWER COLUMBIA BASIN,06/21/2005,Wildfire,44,45.82583,-119.26111
LOWER COLUMBIA BASIN,05/18/2006,Wildfire,44,45.82583,-119.26111
LOWER COLUMBIA BASIN,06/29/2008,Wildfire,44,45.82583,-119.26111
LOWER COLUMBIA BASIN,10/18/2004,Wildfire,44,45.82583,-119.26111
LOWER COLUMBIA BASIN,6/11/2013,Wildfire,44,45.82583,-119.26111
LOWER COLUMBIA BASIN,06/19/2006,Wildfire,44,45.82583,-119.26111
MORROW,05/19/2006,Thunderstorm Wind,49,45.425496,-119.602311
MORROW,05/19/2006,Thunderstorm Wind,49,45.425496,-119.602311
MORROW,05/19/2006,Thunderstorm Wind,49,45.425496,-119.602311
OCHOCO-JOHN DAY HIGHLANDS,08/28/2012,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,9/1/2006,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,9/1/2006,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,8/1/2006,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,08/19/2006,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,8/8/2006,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,08/22/2006,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,07/24/2006,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,7/1/2006,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,9/8/2005,Wildfire,48,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,8/2/2011,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,09/15/2010,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,07/25/2009,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,07/24/2009,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,8/1/2009,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,8/3/2007,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,07/13/2007,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,07/13/2007,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,07/30/2007,Wildfire,506,44.13167,-119.96633
OCHOCO-JOHN DAY HIGHLANDS,08/15/2007,Wildfire,506,44.13167,-119.96633
NORTHERN WHEELER / SOUTHERN GILLIAM COUNTIES,8/7/2006,Wildfire,504,44.736411,-120.026875
NORTHERN WHEELER / SOUTHERN GILLIAM COUNTIES,8/8/2006,Wildfire,504,44.736411,-120.026875
NORTHERN WHEELER / SOUTHERN GILLIAM COUNTIES,07/27/2010,Wildfire,504,44.736411,-120.026875
NORTHERN WHEELER / SOUTHERN GILLIAM COUNTIES,8/2/2007,Wildfire,504,44.736411,-120.026875
NORTHERN WHEELER / SOUTHERN GILLIAM COUNTIES,7/12/2007,Wildfire,504,44.736411,-120.026875
JOHN DAY BASIN,08/21/2005,Wildfire,47,45.732625,-120.6492244
JOHN DAY BASIN,8/1/2005,Wildfire,47,45.732625,-120.6492244
JOHN DAY BASIN,8/1/2005,Wildfire,47,45.732625,-120.6492244
JOHN DAY BASIN,8/1/2005,Wildfire,47,45.732625,-120.6492244
JOHN DAY BASIN,07/31/2005,Wildfire,47,45.732625,-120.6492244
JOHN DAY BASIN,07/28/2005,Wildfire,47,45.732625,-120.6492244
JOHN DAY BASIN,08/24/2011,Wildfire,505,45.732625,-120.6492244
JOHN DAY BASIN,7/12/2007,Wildfire,505,45.732625,-120.6492244
JOHN DAY BASIN,07/13/2007,Wildfire,505,45.732625,-120.6492244
EASTERN COLUMBIA RIVER GORGE,8/2/2004,Wildfire,41,45.6087,-120.7248
NORTH CENTRAL OREGON,07/20/2013,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,08/16/2013,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,9/1/2006,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,08/29/2006,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,07/24/2006,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,07/25/2006,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,9/1/2005,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,08/30/2005,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,07/22/2005,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,07/19/2005,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,07/22/2005,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,07/22/2005,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,8/1/2004,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,07/25/2004,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,07/14/2004,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,7/9/2004,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,7/12/2007,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,6/1/2007,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,8/3/2007,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,07/22/2007,Wildfire,42,44.99,-120.8491
NORTH CENTRAL OREGON,03/16/2005,Wildfire,42,44.99,-120.8491
EAST SLOPES OF THE OREGON CASCADES,8/1/2013,Wildfire,509,44.43717,-121.65604
EAST SLOPES OF THE OREGON CASCADES,5/4/2013,Wildfire,509,44.43717,-121.65604
EAST SLOPES OF THE OREGON CASCADES,9/1/2012,Wildfire,509,44.43717,-121.65604
EAST SLOPES OF THE OREGON CASCADES,10/1/2012,Wildfire,509,44.43717,-121.65604
EAST SLOPES OF THE OREGON CASCADES,8/4/2012,Wildfire,509,44.43717,-121.65604
EAST SLOPES OF THE OREGON CASCADES,8/4/2012,Wildfire,509,44.43717,-121.65604
EAST SLOPES OF THE OREGON CASCADES,8/6/2012,Wildfire,509,44.43717,-121.65604
EAST SLOPES OF THE OREGON CASCADES,9/9/2012,Wildfire,509,44.43717,-121.65604
EAST SLOPES OF THE OREGON CASCADES,9/1/2012,Wildfire,509,44.43717,-121.65604
EAST SLOPES OF THE OREGON CASCADES,9/1/2011,Wildfire,509,44.43717,-121.65604
EAST SLOPES OF THE OREGON CASCADES,08/24/2011,Wildfire,509,44.43717,-121.65604
EAST SLOPES OF THE OREGON CASCADES,08/28/2011,Wildfire,509,44.43717,-121.65604
NORTH OREGON CASCADES,08/17/2010,Wildfire,11,45.0275,-121.92111
NORTH OREGON CASCADES,09/16/2008,Wildfire,11,45.0275,-121.92111
NORTHERN OREGON CASCADES,9/1/2011,Wildfire,11,45.0275,-121.92111
NORTHERN OREGON CASCADES,9/1/2011,Wildfire,11,45.0275,-121.92111
NORTHERN OREGON CASCADES,08/26/2011,Wildfire,11,45.0275,-121.92111
NORTHERN OREGON CASCADES,08/26/2011,Wildfire,11,45.0275,-121.92111
NORTHERN OREGON CASCADES,8/7/2008,Wildfire,11,45.0275,-121.92111
CENTRAL & EASTERN LAKE,09/16/2013,Wildfire,31,44.,-122.
CENTRAL & EASTERN LAKE,08/14/2012,Wildfire,31,44.,-122.
CENTRAL & EASTERN LAKE,8/6/2012,Wildfire,31,44.,-122.
CENTRAL & EASTERN LAKE,9/1/2012,Wildfire,31,44.,-122.
CENTRAL & EASTERN LAKE,9/7/2011,Wildfire,31,44.,-122.
CENTRAL & EASTERN LAKE,9/7/2011,Wildfire,31,44.,-122.
SOUTH CENTRAL OREGON CASCADES,08/16/2008,Wildfire,27,43.320833,-122.10667
SOUTH CENTRAL OREGON CASCADES,9/1/2008,Wildfire,27,43.320833,-122.10667
SOUTH CENTRAL OREGON CASCADES,10/1/2008,Wildfire,27,43.320833,-122.10667
SOUTH CENTRAL OREGON COAST,9/3/2004,Wildfire,21,43.320833,-122.10667
CLACKAMAS,6/5/2011,Thunderstorm Wind,5,45.160493,-122.195127
CASCADES IN LANE,9/1/2011,Wildfire,13,43.680528,-122.302028
CASCADES IN LANE,08/24/2011,Wildfire,13,43.680528,-122.302028
CASCADES IN LANE,08/19/2010,Wildfire,13,43.680528,-122.302028
CASCADES IN LANE,08/26/2009,Wildfire,13,43.680528,-122.302028
CASCADES IN LANE,09/24/2008,Wildfire,13,43.680528,-122.302028
CASCADES IN LANE,8/7/2008,Wildfire,13,43.680528,-122.302028
EASTERN DOUGLAS FOOTHILLS,8/1/2013,Wildfire,25,43.2185,-122.412583
EASTERN DOUGLAS FOOTHILLS,07/26/2013,Wildfire,25,43.2185,-122.412583
EASTERN DOUGLAS FOOTHILLS,9/8/2011,Wildfire,25,43.2185,-122.412583
EASTERN DOUGLAS FOOTHILLS,10/1/2009,Wildfire,25,43.2185,-122.412583
EASTERN DOUGLAS FOOTHILLS,8/1/2009,Wildfire,25,43.2185,-122.412583
EASTERN DOUGLAS FOOTHILLS,09/13/2009,Wildfire,25,43.2185,-122.412583
EASTERN DOUGLAS FOOTHILLS,07/28/2009,Wildfire,25,43.2185,-122.412583
EASTERN DOUGLAS FOOTHILLS,9/1/2008,Wildfire,25,43.2185,-122.412583
EASTERN DOUGLAS FOOTHILLS,08/13/2008,Wildfire,25,43.2185,-122.412583
EASTERN DOUGLAS FOOTHILLS,08/17/2008,Wildfire,25,43.2185,-122.412583
EASTERN DOUGLAS FOOTHILLS,10/1/2008,Wildfire,25,43.2185,-122.412583
CENTRAL OREGON,9/1/2006,Wildfire,43,44.494824,-122.543756
CENTRAL OREGON,8/1/2006,Wildfire,43,44.494824,-122.543756
CENTRAL OREGON,07/23/2006,Wildfire,43,44.494824,-122.543756
CENTRAL OREGON,08/19/2005,Wildfire,43,44.494824,-122.543756
CENTRAL OREGON,8/2/2010,Wildfire,43,44.494824,-122.543756
CENTRAL OREGON,7/6/2009,Wildfire,43,44.494824,-122.543756
CENTRAL OREGON,9/1/2007,Wildfire,43,44.494824,-122.543756
CENTRAL OREGON,08/31/2007,Wildfire,43,44.494824,-122.543756
CENTRAL OREGON,7/6/2007,Wildfire,43,44.494824,-122.543756
JACKSON,9/3/2004,Wildfire,26,42.411782,-122.675797
JACKSON,9/4/2011,Wildfire,26,42.411782,-122.675797
JACKSON,09/21/2009,Wildfire,26,42.411782,-122.675797
JACKSON,09/17/2008,Wildfire,26,42.411782,-122.675797
JACKSON,08/24/2010,Wildfire,26,42.411782,-122.675797
CENTRAL DOUGLAS,8/1/2013,Wildfire,23,43.285904,-123.154380
CENTRAL DOUGLAS,07/26/2013,Wildfire,23,43.285904,-123.154380
EASTERN CURRY & JOSEPHINE,8/1/2013,Wildfire,24,42.10375,-123.6850
EASTERN CURRY & JOSEPHINE,8/1/2013,Wildfire,24,42.10375,-123.6850
EASTERN CURRY & JOSEPHINE,8/1/2013,Wildfire,24,42.10375,-123.6850
EASTERN CURRY & JOSEPHINE,07/26/2013,Wildfire,24,42.10375,-123.6850
EASTERN CURRY & JOSEPHINE,07/26/2013,Wildfire,24,42.10375,-123.6850
EASTERN CURRY & JOSEPHINE,07/26/2013,Wildfire,24,42.10375,-123.6850
EASTERN CURRY & JOSEPHINE,9/1/2013,Wildfire,24,42.10375,-123.6850
EASTERN CURRY & JOSEPHINE,9/3/2012,Wildfire,24,42.10375,-123.6850
EASTERN CURRY & JOSEPHINE,9/3/2004,Wildfire,24,42.10375,-123.6850
EASTERN CURRY & JOSEPHINE,9/9/2011,Wildfire,24,42.10375,-123.6850
EASTERN CURRY & JOSEPHINE,08/13/2010,Wildfire,24,42.10375,-123.6850
